,Category,Product,Price
9434,MONDO BIMBI,"Pampers, Il Salva Pigiamino 4-7 anni (17 - 30 kg) unisex 10 pezzi","Euro 0,55 / pz"
9435,MONDO BIMBI,"Pampers, Green Generation Inserti Monouso Extra 20 pezzi","Euro 0,43 / pz"
9436,MONDO BIMBI,"Pampers, Il Costumino taglia 5 (15 kg +) 10 pezzi","Euro 0,46 / pz"
9437,MONDO BIMBI,"Neo Baby, riduttore WC Soft 18m+","Euro 14,49 / pz"
9438,MONDO BIMBI,"Plasmon, Spremi Gusta e Riciclami 100% pera 100 g","Euro 11,10 / kg"
9439,MONDO BIMBI,"Esselunga, Junior dentifricio-gel 75 ml","Euro 13,34 / l"
9440,MONDO BIMBI,"Esselunga, Baby salviettine conf. 2x72 pezzi","Euro 0,03 / pz"
9441,MONDO BIMBI,"Respirofacile, soluzione fisiologica conf. 20x5 ml","Euro 29,70 / l"
9442,MONDO BIMBI,"Plasmon, Il Biscotto dei bambini conf. 4x320 g","Euro 5,62 / kg"
9443,MONDO BIMBI,"Mustela, salviette detergenti lenitive 70 pezzi","Euro 0,07 / pz"
9444,MONDO BIMBI,"Plasmon, Camomilla estratto granulare 360 g","Euro 17,48 / kg"
9445,MONDO BIMBI,"Eco by Naty, pannolini ecologici taglia 4 (7-18 kg) 26 pezzi","Euro 0,26 / pz"
9446,MONDO BIMBI,"Huggies, Ultra Comfort Pannolini Mutandina 5 (12-17 kg) 34 pezzi","Euro 0,31 / pz"
9447,"ACQUA, BIRRA E BIBITE","Spumador, Bianca 1,15 l","Euro 1,04 / l"
9448,"ACQUA, BIRRA E BIBITE","Valmora, frizzante conf. 6x1,5 l","Euro 0,30 / l"
9449,"ACQUA, BIRRA E BIBITE","Powerade, citrus 500 ml","Euro 1,98 / l"
9450,"ACQUA, BIRRA E BIBITE","Gatorade, arancia 500 ml","Euro 2,58 / l"
9451,"ACQUA, BIRRA E BIBITE","Gatorade, limone 1,5 l","Euro 1,20 / l"
9452,"ACQUA, BIRRA E BIBITE","8.6, Original 440 ml","Euro 3,62 / l"
9453,"ACQUA, BIRRA E BIBITE","L'Angelica Vitermine, Aloe Vera 30% zenzero & limone 500 ml","Euro 3,90 / l"
9454,"ACQUA, BIRRA E BIBITE","Tropical, Zero aloe vera 500 ml","Euro 4,84 / l"
9455,"ACQUA, BIRRA E BIBITE","Tropical, aloe vera juice 1,5 l","Euro 3,74 / l"
9456,"ACQUA, BIRRA E BIBITE","Westmalle Trappist, tripel birra 33 cl","Euro 9,07 / l"
9457,"ACQUA, BIRRA E BIBITE","Myami, BCAA Restore Aminoacidi essenziali limone e lime + magnesio 250 ml","Euro 6,76 / l"
9458,"ACQUA, BIRRA E BIBITE","Tropical, Zero Aloe Vera 1,5 l","Euro 3,74 / l"
9459,"ACQUA, BIRRA E BIBITE","Myami, BCAA Boost Aminoacidi essenziali arancia e maracuja + caffeina 250 ml","Euro 6,76 / l"
9460,"ACQUA, BIRRA E BIBITE","Red Bull, Energy Drink 355 ml","Euro 5,55 / l"
9461,"ACQUA, BIRRA E BIBITE","Estathé, deteinato limone 250 ml","Euro 3,96 / l"
9462,"ACQUA, BIRRA E BIBITE","Estathé, deteinato pesca 250 ml","Euro 3,96 / l"
9463,"ACQUA, BIRRA E BIBITE","Fentimans, Natural Classic Beer 200 ml","Euro 9,95 / l"
9464,"ACQUA, BIRRA E BIBITE","Vitasnella, Le Linfe Sgonfiante con acqua di cactus 500 ml","Euro 2,96 / l"
9465,"ACQUA, BIRRA E BIBITE","Red Bull, Energy Drink Apricot gusto albicocca fragola 250 ml","Euro 5,80 / l"
9466,"ACQUA, BIRRA E BIBITE","Levissima+, acqua con Vitamine B 50 cl","Euro 2,60 / l"
9467,"ACQUA, BIRRA E BIBITE","BrewDog, Planet Pale Ale 500 ml","Euro 4,98 / l"
9468,"ACQUA, BIRRA E BIBITE","San Benedetto, Aquavitamin Beauty-You gusto frutti rossi 400 ml","Euro 2,63 / l"
9469,"ACQUA, BIRRA E BIBITE","San Benedetto, Aquavitamin C-Power gusto arancia 400 ml","Euro 2,63 / l"
9470,"ACQUA, BIRRA E BIBITE","San Benedetto, Aquavitamin D-Fence gusto limone 400 ml","Euro 2,63 / l"
9471,"ACQUA, BIRRA E BIBITE","Kinley, Tonic Water 1 l","Euro 1,19 / l"
9472,"ACQUA, BIRRA E BIBITE","Levissima+, acqua con magnesio 50 cl","Euro 2,60 / l"
9473,"ACQUA, BIRRA E BIBITE","Toschi, Linea Zero+ Passion Fruit Zero+ 560 ml","Euro 8,38 / l"
9474,"ACQUA, BIRRA E BIBITE","San Benedetto, Fruit&Power 400 ml","Euro 3,48 / l"
9475,"ACQUA, BIRRA E BIBITE","Franklin & Sons Ltd, Natural Indian Tonic Water 150 ml","Euro 8,61 / l"
9476,"ACQUA, BIRRA E BIBITE","Levissima+, acqua con potassio 50 cl","Euro 2,98 / l"
9477,"ACQUA, BIRRA E BIBITE","San Benedetto, Zero Ginger Biondo conf. 4x25 cl","Euro 1,55 / l"
9478,"ACQUA, BIRRA E BIBITE","San Benedetto, Limone Zero conf. 4x250 ml","Euro 1,55 / l"
9479,"ACQUA, BIRRA E BIBITE","Sanpellegrino, Chinò Zero Zuccheri Aggiunti 33 cl","Euro 1,49 / l"
9480,"ACQUA, BIRRA E BIBITE","Levissima+, acqua con zinco 50 cl","Euro 2,60 / l"
9481,"ACQUA, BIRRA E BIBITE","Sanpellegrino, Cocktail Zero Zuccheri Aggiunti 33 cl","Euro 1,49 / l"
9482,"ACQUA, BIRRA E BIBITE","San Benedetto, Pompelmo Zero conf. 4x250 ml","Euro 1,55 / l"
9483,"ACQUA, BIRRA E BIBITE","Tassoni, Tonica Superfine conf. 4x180 ml","Euro 6,66 / l"
9484,"ACQUA, BIRRA E BIBITE","Innocent, Super Smoothie energy 300 ml","Euro 8,97 / l"
9485,"ACQUA, BIRRA E BIBITE","Innocent+ Plus, Ace Audace 750 ml","Euro 5,19 / l"
9486,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo di mele biologico 750 ml","Euro 3,44 / l"
9487,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo e polpa di pesca biologico conf. 3x200 ml","Euro 3,07 / l"
9488,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo di pomodoro biologico conf. 6x125 ml","Euro 3,99 / l"
9489,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo e polpa di pesca biologico 750 ml","Euro 2,91 / l"
9490,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo e polpa di pera biologico 750 ml","Euro 2,91 / l"
9491,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo e polpa di albicocca biologico 750 ml","Euro 2,91 / l"
9492,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo e polpa di mela biologico 750 ml","Euro 2,91 / l"
9493,"ACQUA, BIRRA E BIBITE","Esselunga Bio, succo e polpa di prugna biologico conf. 6x125 ml","Euro 3,99 / l"
9494,"ACQUA, BIRRA E BIBITE","Esselunga, Dolomiti naturale conf. 6x1,5 l","Euro 0,24 / l"
9495,"ACQUA, BIRRA E BIBITE","Esselunga Ulmeta, frizzante conf. 6x1,5 l","Euro 0,24 / l"
9496,"ACQUA, BIRRA E BIBITE","Esselunga, Le spremute 100% succo di arancia rossa 750 ml","Euro 2,92 / l"
9497,"ACQUA, BIRRA E BIBITE","Esselunga, Dolomiti naturale conf. 6x50 cl","Euro 0,60 / l"
9498,"ACQUA, BIRRA E BIBITE","Esselunga, bevanda a base di succo di A.C.E. conf. 6x200 ml","Euro 2,00 / l"
9499,"ACQUA, BIRRA E BIBITE","Esselunga, Dolomiti frizzante conf. 6x50 cl","Euro 0,60 / l"
9500,"ACQUA, BIRRA E BIBITE","Esselunga Ulmeta, naturale conf. 6x1 l","Euro 0,30 / l"
9501,"ACQUA, BIRRA E BIBITE","Esselunga, succo e polpa di pera 1 l","Euro 1,39 / l"
9502,"ACQUA, BIRRA E BIBITE","Esselunga, thè alla pesca 1,5 l","Euro 0,72 / l"
9503,"ACQUA, BIRRA E BIBITE","Esselunga Ulmeta, frizzante conf. 6x1 l","Euro 0,30 / l"
9504,"ACQUA, BIRRA E BIBITE","Esselunga, 100% succo di arancia 1 l","Euro 1,39 / l"
9505,"ACQUA, BIRRA E BIBITE","Esselunga, Tonica zero 1 l","Euro 0,79 / l"
9506,"ACQUA, BIRRA E BIBITE","Esselunga, thè al pesca 500 ml","Euro 0,98 / l"
9507,"ACQUA, BIRRA E BIBITE","Esselunga, Aranciata 1 l","Euro 0,65 / l"
9508,"ACQUA, BIRRA E BIBITE","Esselunga, bevanda a base di A.C.E. 1 l","Euro 1,39 / l"
9509,"ACQUA, BIRRA E BIBITE","Esselunga, Gassosa 1 l","Euro 0,65 / l"
9510,"ACQUA, BIRRA E BIBITE","Esselunga, bevanda di pesca conf. 6x200 ml","Euro 2,75 / l"
9511,"ACQUA, BIRRA E BIBITE","Esselunga, Tonica 1 l","Euro 0,79 / l"
9512,"ACQUA, BIRRA E BIBITE","Esselunga, bevanda di pera conf. 6x200 ml","Euro 2,75 / l"
9513,"ACQUA, BIRRA E BIBITE","Esselunga, Cola 1 l","Euro 0,79 / l"
9514,"ACQUA, BIRRA E BIBITE","Esselunga, bevanda di albicocca conf. 6x200 ml","Euro 2,75 / l"
9515,"ACQUA, BIRRA E BIBITE","Esselunga, nettare di frutti misti con frutti tropicali conf. 6x200 ml","Euro 2,00 / l"
9516,"ACQUA, BIRRA E BIBITE","Esselunga, sciroppo di menta 700 ml","Euro 4,99 / l"
9517,"ACQUA, BIRRA E BIBITE","Esselunga, Le spremute 100% succo di pompelmo rosa 750 ml","Euro 2,66 / l"
9518,"ACQUA, BIRRA E BIBITE","Esselunga, bevanda di mela conf. 6x200 ml","Euro 2,75 / l"
9519,"ACQUA, BIRRA E BIBITE","Esselunga, Nettare di mirtillo nero selvatico senza zuccheri aggiunti 200 ml","Euro 10,95 / l"
9520,"ACQUA, BIRRA E BIBITE","Esselunga, thè al limone conf. 6x200 ml","Euro 1,37 / l"
9521,"ACQUA, BIRRA E BIBITE","Esselunga, bevanda di mela banana conf. 6x200 ml","Euro 2,75 / l"
9522,"ACQUA, BIRRA E BIBITE","Esselunga, Le spremute 100% succo di arancia 750 ml","Euro 2,66 / l"
9523,"ACQUA, BIRRA E BIBITE","Esselunga, Cola Zero 1 l","Euro 0,79 / l"
9524,"ACQUA, BIRRA E BIBITE","Esselunga, thè deteinato alla pesca conf. 6x200 ml","Euro 1,37 / l"
9525,"ACQUA, BIRRA E BIBITE","Esselunga, Le spremute 100% succo di ananas 750 ml","Euro 2,66 / l"
9526,"ACQUA, BIRRA E BIBITE","Esselunga, 100% succo di mirtillo nero selvatico 500 ml","Euro 13,18 / l"
9527,"ACQUA, BIRRA E BIBITE","Esselunga, nettare di mirtillo nero selvatico 200 ml","Euro 10,95 / l"
9528,"ACQUA, BIRRA E BIBITE","Esselunga Bio, frutta frullata pera biologica 100 g","Euro 10,90 / kg"
9529,"ACQUA, BIRRA E BIBITE","Esselunga, sciroppo di orzata 700 ml","Euro 4,99 / l"
9530,"ACQUA, BIRRA E BIBITE","Esselunga, nettare di lampone 200 ml","Euro 10,95 / l"
9531,"ACQUA, BIRRA E BIBITE","Esselunga, nettare di melagrana 200 ml","Euro 10,95 / l"
9532,"ACQUA, BIRRA E BIBITE","Esselunga, 100% succo di melagrana 500 ml","Euro 13,18 / l"
9533,"ACQUA, BIRRA E BIBITE","Esselunga, sciroppo di amarena 700 ml","Euro 4,99 / l"
9534,"ACQUA, BIRRA E BIBITE","Burgfürst, Premium Beer 50 cl","Euro 1,18 / l"
9535,"ACQUA, BIRRA E BIBITE","Sant'Anna, naturale conf. 6x1,5 l","Euro 0,18 / l"
9536,"ACQUA, BIRRA E BIBITE","Moretti, Ricetta Originale birra 66 cl","Euro 2,10 / l"
9537,"ACQUA, BIRRA E BIBITE","Estathé, the al limone conf. 3x20 cl","Euro 2,82 / l"
9538,"ACQUA, BIRRA E BIBITE","Coca-Cola, 1,5 l","Euro 1,46 / l"
9539,"ACQUA, BIRRA E BIBITE","Ichnusa, birra non filtrata 50 cl","Euro 3,84 / l"
9540,"ACQUA, BIRRA E BIBITE","Lete, effervescente naturale conf. 6x1,5 l","Euro 0,30 / l"
9541,"ACQUA, BIRRA E BIBITE","Estathé, the al limone 1,5 l","Euro 1,30 / l"
9542,"ACQUA, BIRRA E BIBITE","Schweppes, Tonica 1 l","Euro 0,99 / l"
9543,"ACQUA, BIRRA E BIBITE","Rocchetta, naturale conf. 6x1,5 l","Euro 0,40 / l"
9544,"ACQUA, BIRRA E BIBITE","Uliveto, effervescente naturale conf. 6x1,5 l","Euro 0,40 / l"
9545,"ACQUA, BIRRA E BIBITE","Estathé, limone 400 ml","Euro 2,48 / l"
9546,"ACQUA, BIRRA E BIBITE","Coca-Cola, Zero 1,5 l","Euro 1,46 / l"
9547,"ACQUA, BIRRA E BIBITE","Sant'Anna, frizzante conf. 6x1,5 l","Euro 0,34 / l"
9548,"ACQUA, BIRRA E BIBITE","Energade, gusto arancia 500 ml","Euro 1,70 / l"
9549,"ACQUA, BIRRA E BIBITE","San Benedetto, frizzante conf. 6x50 cl","Euro 0,74 / l"
9550,"ACQUA, BIRRA E BIBITE","Vitasnella, naturale conf. 6x1,5 l","Euro 0,29 / l"
9551,"ACQUA, BIRRA E BIBITE","San Benedetto, thè pesca 1,5 l","Euro 0,86 / l"
9552,"ACQUA, BIRRA E BIBITE","S.Bernardo, naturale conf. 6x1,5 l","Euro 0,42 / l"
9553,"ACQUA, BIRRA E BIBITE","Ferrarelle, effervescente naturale conf. 6x1,5 l","Euro 0,23 / l"
9554,"ACQUA, BIRRA E BIBITE","Estathé, pesca 400 ml","Euro 2,48 / l"
9555,"ACQUA, BIRRA E BIBITE","Pepsi, 330 ml","Euro 1,49 / l"
9556,"ACQUA, BIRRA E BIBITE","San Benedetto, Ecogreen naturale conf.  6x1,5 l","Euro 0,42 / l"
9557,"ACQUA, BIRRA E BIBITE","Ichnusa, il Nostro Impegno 66 cl","Euro 2,41 / l"
9558,"ACQUA, BIRRA E BIBITE","Levissima, naturale conf. 6x2 l","Euro 0,49 / l"
9559,"ACQUA, BIRRA E BIBITE","Schweppes, limone 1 l","Euro 0,99 / l"
9560,"ACQUA, BIRRA E BIBITE","Tuborg, Fresca Come alla Spina birra 66 cl","Euro 2,14 / l"
9561,"ACQUA, BIRRA E BIBITE","Smart, bibita gassata agli agrumi 1,5 l","Euro 0,26 / l"
9562,"ACQUA, BIRRA E BIBITE","Lauretana, naturale conf. 6x1,5 l","Euro 0,40 / l"
9563,"ACQUA, BIRRA E BIBITE","San Benedetto, Zero ginger 750 ml","Euro 1,06 / l"
9564,"ACQUA, BIRRA E BIBITE","San Benedetto, Zero al limone 750 ml","Euro 1,06 / l"
9565,"ACQUA, BIRRA E BIBITE","Coca-Cola, conf. 6x150 ml","Euro 3,95 / l"
9566,"ACQUA, BIRRA E BIBITE","Rocchetta, naturale conf. 6x50 cl","Euro 0,76 / l"
9567,"ACQUA, BIRRA E BIBITE","Sant'Anna, naturale conf. 6x1 l","Euro 0,46 / l"
9568,"ACQUA, BIRRA E BIBITE","Norda, naturale conf. 6x2 l","Euro 0,28 / l"
9569,"ACQUA, BIRRA E BIBITE","Boario, naturale conf. 6x1,5 l","Euro 0,31 / l"
9570,"ACQUA, BIRRA E BIBITE","San Benedetto, Allegra Zero 750 ml","Euro 1,06 / l"
9571,"ACQUA, BIRRA E BIBITE","Pepsi, 1 l","Euro 0,69 / l"
9572,"ACQUA, BIRRA E BIBITE","Uliveto, effervescente naturale conf. 6x50 cl","Euro 0,72 / l"
9573,"ACQUA, BIRRA E BIBITE","Pepsi, 2 l","Euro 0,95 / l"
9574,"ACQUA, BIRRA E BIBITE","Rocchetta, Brio Blu leggermente frizzante conf. 6x1,5 l","Euro 0,40 / l"
9575,"ACQUA, BIRRA E BIBITE","Smart, bevanda gusto gassosa 1,5 l","Euro 0,29 / l"
9576,"ACQUA, BIRRA E BIBITE","Sant'Anna, naturale conf. 12x500 ml","Euro 0,66 / l"
9577,"ACQUA, BIRRA E BIBITE","Schweppes, tonica conf. 4x250 ml","Euro 2,78 / l"
9578,"ACQUA, BIRRA E BIBITE","Coca-Cola, Zero Zuccheri Senza Caffeina 1,5 lt","Euro 1,20 / l"
9579,"ACQUA, BIRRA E BIBITE","San Benedetto, Succoso bevanda a base di ace arancia carota limone 1,5 l","Euro 0,66 / l"
9580,"ACQUA, BIRRA E BIBITE","Estathé, Zero the al limone 1,5 l","Euro 1,30 / l"
9581,"ACQUA, BIRRA E BIBITE","Pepsi, Twist 1,5 L","Euro 0,93 / l"
9582,"ACQUA, BIRRA E BIBITE","Powerade, mountain blast 500 ml","Euro 1,98 / l"
9583,"ACQUA, BIRRA E BIBITE","Fanta, Aranciata 1,5 l","Euro 0,80 / l"
9584,"ACQUA, BIRRA E BIBITE","Estathé, the deteinato al limone conf. 3x20 cl","Euro 2,82 / l"
9585,"ACQUA, BIRRA E BIBITE","Acqua Panna, naturale conf. 6x1,5 l","Euro 0,44 / l"
9586,"ACQUA, BIRRA E BIBITE","Burn, Energy drink original 250 ml","Euro 4,36 / l"
9587,"ACQUA, BIRRA E BIBITE","Fonte Essenziale, naturale conf. 6x1 l","Euro 0,80 / l"
9588,"ACQUA, BIRRA E BIBITE","Coca-Cola, Zero conf. 6x150 ml","Euro 3,51 / l"
9589,"ACQUA, BIRRA E BIBITE","Vera, naturale conf. 6x1,5 l","Euro 0,33 / l"
9590,"ACQUA, BIRRA E BIBITE","Coca-Cola, conf. 8x330 ml","Euro 2,73 / l"
9591,"ACQUA, BIRRA E BIBITE","Messina, Cristalli di sale birra 50 cl","Euro 3,16 / l"
9592,"ACQUA, BIRRA E BIBITE","Smart, Bitter analcolico 1,5 l","Euro 0,29 / l"
9593,"ACQUA, BIRRA E BIBITE","Peroni, birra 50 cl","Euro 2,18 / l"
9594,"ACQUA, BIRRA E BIBITE","S.Bernardo, naturale conf. 6x50 cl","Euro 0,70 / l"
9595,"ACQUA, BIRRA E BIBITE","Birra Moretti, filtrata a freddo 55 cl","Euro 2,35 / l"
9596,"ACQUA, BIRRA E BIBITE","Paulaner, Weissbier 50 cl","Euro 3,12 / l"
9597,"ACQUA, BIRRA E BIBITE","Schweppes, pompelmo in rosa 1 l","Euro 0,99 / l"
9598,"ACQUA, BIRRA E BIBITE","Ferrarelle, Maxima conf. 6x1,5 l","Euro 0,28 / l"
9599,"ACQUA, BIRRA E BIBITE","Fuze, tea alla pesca e rosa 1,25 l","Euro 1,28 / l"
9600,"ACQUA, BIRRA E BIBITE","San Benedetto, Ecogreen naturale conf. 6x50 cl","Euro 0,72 / l"
9601,"ACQUA, BIRRA E BIBITE","Sant'Anna, frizzante conf. 6x1 l","Euro 0,46 / l"
9602,"ACQUA, BIRRA E BIBITE","Birrificio Angelo Poretti, 4 luppoli non filtrata birra da 66 cl","Euro 2,50 / l"
9603,"ACQUA, BIRRA E BIBITE","levissima, frizzante conf. 6x1,5 l","Euro 0,42 / l"
9604,"ACQUA, BIRRA E BIBITE","Red Bull, Energy drink conf. 4x250 ml","Euro 3,99 / l"
9605,"ACQUA, BIRRA E BIBITE","Pepsi, Zero Zucchero 330 ml","Euro 1,49 / l"
9606,"ACQUA, BIRRA E BIBITE","Sant'Anna, SanThé al limone 1,5 l","Euro 0,86 / l"
9607,"ACQUA, BIRRA E BIBITE","Levissima, naturale conf. 6x50 cl","Euro 0,74 / l"
9608,"ACQUA, BIRRA E BIBITE","S. Pellegrino, frizzante conf. 6x1,25 l","Euro 0,80 / l"
9609,"ACQUA, BIRRA E BIBITE","Fuze, tea al limone 1,25 l","Euro 1,28 / l"
9610,"ACQUA, BIRRA E BIBITE","Lemonsoda, 1 l","Euro 1,29 / l"
9611,"ACQUA, BIRRA E BIBITE","Vera, frizzante conf. 6x1,5 l","Euro 0,36 / l"
9612,"ACQUA, BIRRA E BIBITE","Menabrea, Original birra 3x33 cl","Euro 2,88 / l"
9613,"ACQUA, BIRRA E BIBITE","Sant'Anna, Lievemente Frizzante conf. 6x1,5 l","Euro 0,36 / l"
9614,"ACQUA, BIRRA E BIBITE","Birrificio Angelo Poretti, 5 Luppoli Bock Chiara Doppio Malto birra conf. 3x33 cl","Euro 2,68 / l"
9615,"ACQUA, BIRRA E BIBITE","Pepsi, Max zero zucchero 1 l","Euro 0,69 / l"
9616,"ACQUA, BIRRA E BIBITE","Sant'Anna, Frizzante conf. 12x500 ml","Euro 0,66 / l"
9617,"ACQUA, BIRRA E BIBITE","S. Pellegrino, frizzante conf. 4x50 cl","Euro 1,60 / l"
9618,"ACQUA, BIRRA E BIBITE","Coca-Cola, conf. 6x66 cl","Euro 1,94 / l"
9619,"ACQUA, BIRRA E BIBITE","San Benedetto, Baby Bottle Pull&Push naturale conf. 4x25 cl","Euro 1,92 / l"
9620,"ACQUA, BIRRA E BIBITE","Birrificio Angelo Poretti, 4 Luppoli Italiano conf. 3x33 cl","Euro 2,32 / l"
9621,"ACQUA, BIRRA E BIBITE","Spumador, Ginger 1,15 l","Euro 1,07 / l"
9622,"ACQUA, BIRRA E BIBITE","Tennent's Super, Birra strong lager doppio malto 27,5 cl","Euro 5,42 / l"
9623,"ACQUA, BIRRA E BIBITE","Coca-Cola, Original conf. 2x1 l","Euro 1,49 / l"
9624,"ACQUA, BIRRA E BIBITE","Sanpellegrino, Cocktail 100 cl","Euro 0,97 / l"
9625,"ACQUA, BIRRA E BIBITE","Smart, Cola 1,5 l","Euro 0,29 / l"
9626,"ACQUA, BIRRA E BIBITE","Ceres, Strong Ale birra conf. 3x33 cl","Euro 4,04 / l"
9627,"ACQUA, BIRRA E BIBITE","Sanpellegrino, Chinò 100 cl","Euro 0,97 / l"
9628,"ACQUA, BIRRA E BIBITE","Levissima, intensamente frizzante conf. 6x1 l","Euro 0,60 / l"
9629,"ACQUA, BIRRA E BIBITE","Fanta, Original conf. 2x1 l","Euro 1,15 / l"
9630,"ACQUA, BIRRA E BIBITE","Rauch, Bravo bevanda al succo di ACE Vitamin Drink 2 l","Euro 1,30 / l"
9631,"ACQUA, BIRRA E BIBITE","Boario, frizzante conf. 6x1,5 l","Euro 0,30 / l"
9632,"ACQUA, BIRRA E BIBITE","Lemonsoda, Mojito 33 cl","Euro 3,00 / l"
9633,"ACQUA, BIRRA E BIBITE","Ferrarelle, effervescente naturale conf. 6x50 cl","Euro 0,64 / l"
9634,"ACQUA, BIRRA E BIBITE","Rocchetta, naturale conf. 6x1 l","Euro 0,53 / l"
9635,"ACQUA, BIRRA E BIBITE","Estathé, Zero the al limone conf. 3x20 cl","Euro 2,82 / l"
9636,"ACQUA, BIRRA E BIBITE","Coca-cola, Zero conf. 8x330 ml","Euro 2,73 / l"
9637,"ACQUA, BIRRA E BIBITE","Sanpellegrino, Chinò 45 cl","Euro 1,89 / l"
9638,"ACQUA, BIRRA E BIBITE","Moretti, birra conf. 4x33 cl","Euro 3,63 / l"
9639,"ACQUA, BIRRA E BIBITE","Yoga, Optimum 70% bevanda a base di pesca conf. 6x200 ml","Euro 3,15 / l"
9640,"ACQUA, BIRRA E BIBITE","Coca-cola, Zero Zuccheri Senza Caffeina conf. 4x330 ml","Euro 2,28 / l"
9641,"ACQUA, BIRRA E BIBITE","7UP, 1,5 l","Euro 0,80 / l"
9642,"ACQUA, BIRRA E BIBITE","Ichnusa, birra conf. 6x33 cl","Euro 3,34 / l"
9643,"ACQUA, BIRRA E BIBITE","Coca-Cola, senza caffeina 1,5 l","Euro 1,36 / l"
9644,"ACQUA, BIRRA E BIBITE","Cola-Cola, conf. 3x350 ml","Euro 5,30 / l"
9645,"ACQUA, BIRRA E BIBITE","Coca-Cola, Zero conf. 6x66 cl","Euro 1,94 / l"
9646,"ACQUA, BIRRA E BIBITE","Moretti, Ricetta Originale birra conf. 6x33 cl","Euro 1,41 / l"
9647,"ACQUA, BIRRA E BIBITE","S. Pellegrino, frizzante 75 cl","Euro 2,31 / l"
9648,"ACQUA, BIRRA E BIBITE","Franziskaner, Birra weisse bavarese 35,5 cl","Euro 3,08 / l"
9649,"ACQUA, BIRRA E BIBITE","Zuegg, Skipper Fonte di Vitamina C bevanda a base di arancia rossa 1 l","Euro 1,75 / l"
9650,"ACQUA, BIRRA E BIBITE","San Benedetto, Passione Italiana Clementina 1 l","Euro 1,19 / l"
9651,"ACQUA, BIRRA E BIBITE","Vitasnella, naturale conf. 6x0,5 l","Euro 0,40 / l"
9652,"ACQUA, BIRRA E BIBITE","Brio Rossa, Più Frizzante conf. 6x1 l","Euro 0,54 / l"
9653,"ACQUA, BIRRA E BIBITE","Peroni, Chill Lemon birra conf. 3x33 cl","Euro 2,32 / l"
9654,"ACQUA, BIRRA E BIBITE","Coca-Cola, Zero Zuccheri conf. 2x1 l","Euro 1,49 / l"
9655,"ACQUA, BIRRA E BIBITE","Fuzetea, tea senza zuccheri alla pesca e rosa 400 ml","Euro 1,73 / l"
9656,"ACQUA, BIRRA E BIBITE","Moretti, Zero birra conf. 3x33 cl","Euro 2,67 / l"
9657,"ACQUA, BIRRA E BIBITE","Smart, Tropicale multivitaminico 1,5 l","Euro 0,73 / l"
9658,"ACQUA, BIRRA E BIBITE","Rauch, Bravo bevanda all'arancia rossa 2 l","Euro 1,30 / l"
9659,"ACQUA, BIRRA E BIBITE","Menabrea, Original birra 66 cl","Euro 1,66 / l"
9660,"ACQUA, BIRRA E BIBITE","Fuzetea, tea senza zuccheri al limone e lemongrass 400 ml","Euro 1,73 / l"
9661,"ACQUA, BIRRA E BIBITE","Macè, spremuta di arancia 100% frutta 500 ml","Euro 5,96 / l"
9662,"ACQUA, BIRRA E BIBITE","Macè, Limonata limone zenzero scorza d'arancia 250 ml","Euro 9,92 / l"
9663,"ACQUA, BIRRA E BIBITE","Sanpellegrino, Chinò 33 cl","Euro 1,49 / l"
9664,"ACQUA, BIRRA E BIBITE","Fanta, Aranciata conf. 6x150 ml","Euro 3,26 / l"
9665,"ACQUA, BIRRA E BIBITE","Smart, succo e polpa di pesca conf. 6x200 ml","Euro 1,37 / l"
9666,"ACQUA, BIRRA E BIBITE","Levissima, frizzante conf. 6x50 cl","Euro 0,74 / l"
9667,"ACQUA, BIRRA E BIBITE","Sanpellegrino, Chinò zero 750 ml","Euro 1,26 / l"
9668,"ACQUA, BIRRA E BIBITE","Zuegg, Skipper Intenso e Fonte di Vitamina C bevanda a base ACE 1 l","Euro 1,75 / l"
9669,"ACQUA, BIRRA E BIBITE","Birrificio Angelo Poretti,  4 Luppoli birra 66 cl","Euro 2,43 / l"
9670,"ACQUA, BIRRA E BIBITE","Pfanner, succo di mela 1 l","Euro 1,59 / l"
9671,"ACQUA, BIRRA E BIBITE","Pilsner, Urquell birra 33 cl","Euro 3,88 / l"
9672,"ACQUA, BIRRA E BIBITE","San Benedetto, Passione Italiana Limone 1 l","Euro 1,19 / l"
9673,"ACQUA, BIRRA E BIBITE","Zuegg, Skipper Senza Zuccheri Aggiunti bevanda a base di ananas 1 l","Euro 1,79 / l"
9674,"ACQUA, BIRRA E BIBITE","Lemonsoda, conf. 4x33 cl","Euro 0,98 / l"
9675,"ACQUA, BIRRA E BIBITE","Pepsi, Zero Zucchero Lime 1,5 l","Euro 0,93 / l"
9676,"ACQUA, BIRRA E BIBITE","San Benedetto, Skin Care pesca e frutti rossi 22 cl","Euro 6,87 / l"
9677,"ACQUA, BIRRA E BIBITE","Beck's, Birra pilsner tedesca conf. 6x33 cl","Euro 3,36 / l"
9678,"ACQUA, BIRRA E BIBITE","Coca-cola, senza caffeina conf. 6x150 ml","Euro 3,55 / l"
