products,prices_per_unitmeasurement,unit_price,category,subcategory
Cous Cous 250 g Conad,"7,96 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Cous Cous 500 g Conad,"2,98 € / Kg","1,49€",Frutta e verdura,"Legumi, cereali e funghi"
Cous Cous Integrale 500 g Conad,"2,98 € / Kg","1,49€",Frutta e verdura,"Legumi, cereali e funghi"
Farro Biologico 400 g Verso Natura Bio Conad,"6,88 € / Kg","2,75€",Frutta e verdura,"Legumi, cereali e funghi"
Farro Perlato 400 g Conad,"4,97 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Farro Perlato della Toscana 300 g Conad,"8,30 € / Kg","2,49€",Frutta e verdura,"Legumi, cereali e funghi"
Farro perlato g 300 Verso Natura Bio Conad,"6,63 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
I Cotti al Vapore Mais 3 x 160 g Conad,"5,73 € / Kg","2,75€",Frutta e verdura,"Legumi, cereali e funghi"
I Cotti al Vapore Mais 310 g Conad,"4,03 € / Kg","1,25€",Frutta e verdura,"Legumi, cereali e funghi"
Mais Biologico 160 g x 2 Verso Natura Bio Conad,"8,09 € / Kg","2,59€",Frutta e verdura,"Legumi, cereali e funghi"
Mix 5 cereali Rapida Cottura 250 g Conad,"7,96 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
"Mix Orzo, Farro, Lenticchie e Grano Rapida Cottura 250 g Conad","7,96 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
"Mix Riso Thai, Farro, Grano e Legumi Rapida Cottura 250 g Conad","7,96 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Orzo g 400 Verso Natura Bio Conad,"5,88 € / Kg","2,35€",Frutta e verdura,"Legumi, cereali e funghi"
Orzo perlato 400g Conad,"3,47 € / Kg","1,39€",Frutta e verdura,"Legumi, cereali e funghi"
Orzo Perlato Biologico 300 g Verso Natura Bio Conad,"5,97 € / Kg","1,79€",Frutta e verdura,"Legumi, cereali e funghi"
"Piacersi Mix 5 Cereali con grano, farro, orzo, riso e avena 400 g Conad","5,98 € / Kg","2,39€",Frutta e verdura,"Legumi, cereali e funghi"
Quinoa bianca g 300 Verso Natura Bio Conad,"10,63 € / Kg","3,19€",Frutta e verdura,"Legumi, cereali e funghi"
Quinoa Biologica 300 g Verso Natura Bio Conad,"16,63 € / Kg","4,99€",Frutta e verdura,"Legumi, cereali e funghi"
Riso Integrale e Quinoa 400g Conad,"5,98 € / Kg","2,39€",Frutta e verdura,"Legumi, cereali e funghi"
Zuppa con Farro Biologica 300 g Verso Natura Bio Conad,"7,63 € / Kg","2,29€",Frutta e verdura,"Legumi, cereali e funghi"
Zuppa con Orzo Biologica 300 g Verso Natura Bio Conad,"7,63 € / Kg","2,29€",Frutta e verdura,"Legumi, cereali e funghi"
Zuppa con Orzo Farro e Legumi 400 g Conad,"4,97 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Barilla 5 Cereali con riso rosso 400g,"7,12 € / Kg","2,85€",Frutta e verdura,"Legumi, cereali e funghi"
Barilla Farro italiano 400g,"7,48 € / Kg","2,99€",Frutta e verdura,"Legumi, cereali e funghi"
Bonduelle Mais 3 x 150 g,"7,31 € / Kg","3,29€",Frutta e verdura,"Legumi, cereali e funghi"
Bonduelle Mais 300 g,"5,30 € / Kg","1,59€",Frutta e verdura,"Legumi, cereali e funghi"
Riso Scotti Oro Insalate Riso e Cereali Senza Glutine 10' 800 g,"3,86 € / Kg","3,09€",Frutta e verdura,"Legumi, cereali e funghi"
Ceci 400 g Conad,"4,97 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Ceci g 300 Verso Natura Bio Conad,"6,97 € / Kg","2,09€",Frutta e verdura,"Legumi, cereali e funghi"
Ceci Marchigiani 300 g Sapori & Dintorni Conad,"7,63 € / Kg","2,29€",Frutta e verdura,"Legumi, cereali e funghi"
Fagioli borlotti 400g Conad,"4,97 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Fagioli Borlotti Biologici 300 g Verso Natura Bio Conad,"8,83 € / Kg","2,65€",Frutta e verdura,"Legumi, cereali e funghi"
Fagioli Cannellini 400 g Conad,"4,97 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Fagioli Cannellini Biologici 300 g Verso Natura Bio Conad,"10,63 € / Kg","3,19€",Frutta e verdura,"Legumi, cereali e funghi"
Fagioli corona 400g Conad,"7,22 € / Kg","2,89€",Frutta e verdura,"Legumi, cereali e funghi"
Fagioli Stregoni Piemontesi 300 g Sapori & Dintorni Conad,"8,67 € / Kg","2,60€",Frutta e verdura,"Legumi, cereali e funghi"
Fave Pugliesi 300 g Sapori & Dintorni Conad,"9,17 € / Kg","2,75€",Frutta e verdura,"Legumi, cereali e funghi"
Lenticchie dell'Altopiano di Colfiorito 300 g Sapori & Dintorni Conad,"13,30 € / Kg","3,99€",Frutta e verdura,"Legumi, cereali e funghi"
Lenticchie Grandi 400 g Conad,"4,22 € / Kg","1,69€",Frutta e verdura,"Legumi, cereali e funghi"
Lenticchie Medie 400 g Conad,"4,22 € / Kg","1,69€",Frutta e verdura,"Legumi, cereali e funghi"
Lenticchie piccole 400g Conad,"4,22 € / Kg","1,69€",Frutta e verdura,"Legumi, cereali e funghi"
Lenticchie Rosse Piccole 400 g Conad,"4,22 € / Kg","1,69€",Frutta e verdura,"Legumi, cereali e funghi"
Lenticchie verdi g 300 Verso Natura Bio Conad,"9,00 € / Kg","2,70€",Frutta e verdura,"Legumi, cereali e funghi"
Zuppa di Legumi 400 g Conad,"4,97 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
Barilla Legumotti lenticchie rosse ceci e piselli 300g,"9,63 € / Kg","2,89€",Frutta e verdura,"Legumi, cereali e funghi"
Barilla Legumotti lenticchie rosse e piselli 300g,"9,63 € / Kg","2,89€",Frutta e verdura,"Legumi, cereali e funghi"
Colfiorito Fagioli Neri 500 g,"5,70 € / Kg","2,85€",Frutta e verdura,"Legumi, cereali e funghi"
Colfiorito Fagioli Occhio 500 g,"5,70 € / Kg","2,85€",Frutta e verdura,"Legumi, cereali e funghi"
Colfiorito selezione Oro Lenticchia dell'Umbria 400 g,"9,12 € / Kg","3,65€",Frutta e verdura,"Legumi, cereali e funghi"
CRUSCA D'AVENA BIO SARCHIO 250g,"10,20 € / Kg","2,55€",Frutta e verdura,"Legumi, cereali e funghi"
FARRO SOFF.MIE.BIO SARCHIO SAC 200g,"18,25 € / Kg","3,65€",Frutta e verdura,"Legumi, cereali e funghi"
FIOCCHI AVENA BIO SARCHIO 375g,"8,93 € / Kg","3,35€",Frutta e verdura,"Legumi, cereali e funghi"
FIOCCHI GR.SARAC.S/G SARCHIO 375g,"9,57 € / Kg","3,59€",Frutta e verdura,"Legumi, cereali e funghi"
GR.SARAC.SOFFIATO S/G SARCHOP 100g,"21,90 € / Kg","2,19€",Frutta e verdura,"Legumi, cereali e funghi"
MIGLIO SOFFIATO BIO S/G SARCHIO100g,"23,50 € / Kg","2,35€",Frutta e verdura,"Legumi, cereali e funghi"
MUESLI ENERGI S/G SARCHIO 250g,"15,16 € / Kg","3,79€",Frutta e verdura,"Legumi, cereali e funghi"
RISO CIOCO GOLOSO S/G SARCHIO 200g,"18,95 € / Kg","3,79€",Frutta e verdura,"Legumi, cereali e funghi"
RISO SOFFIATO BIO S.GL.SARCHIO 200g,"16,25 € / Kg","3,25€",Frutta e verdura,"Legumi, cereali e funghi"
I PRONTI PEDON CANNELLINI 250g,"7,96 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
I PRONTI PEDON CECI 250g,"7,96 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
I PRONTI PEDON LENTICCHIE 250g,"7,96 € / Kg","1,99€",Frutta e verdura,"Legumi, cereali e funghi"
FUNGHI SECCHI SPEC RE PORCINO 30g,"0,20 € / conf","5,95€",Frutta e verdura,"Legumi, cereali e funghi"
Ananas a Fette in Sciroppo 565 g Conad,"3,86 € / Kg","2,19€",Frutta e verdura,Frutta conservata
Ananas a Fette in Sciroppo 825 g Conad,"3,38 € / Kg","2,79€",Frutta e verdura,Frutta conservata
Ananas a Fette in Succo d'Ananas 565 g Conad,"3,88 € / Kg","2,19€",Frutta e verdura,Frutta conservata
Ananas in Pezzi in Succo d'Ananas 3 x 225 g Conad,"5,41 € / Kg","3,65€",Frutta e verdura,Frutta conservata
Macedonia di Frutta in Sciroppo 415 g Conad,"4,70 € / Kg","1,95€",Frutta e verdura,Frutta conservata
Macedonia di Frutta in Sciroppo 680 g Conad,"5,87 € / Kg","3,99€",Frutta e verdura,Frutta conservata
Pere Williams in Sciroppo 415 g Conad,"4,70 € / Kg","1,95€",Frutta e verdura,Frutta conservata
Pesche in Sciroppo 415 g Conad,"3,59 € / Kg","1,49€",Frutta e verdura,Frutta conservata
Pesche in Sciroppo 680 g Conad,"4,40 € / Kg","2,99€",Frutta e verdura,Frutta conservata
Pesche in Sciroppo 825 g Conad,"3,14 € / Kg","2,59€",Frutta e verdura,Frutta conservata
Frullà Classico Mela Banana 100 g,"6,20 € / Kg","0,62€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Albicocca 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Banana 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Fragola 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Frutti di Bosco 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Kiwi 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Melagrana 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Mirtillo 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Pera 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Pesca 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela e Prugna 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Mousse 100% Mela Golden 2 x 100 g,"7,25 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Melinda Squeez 100% frutta Passata di mela & fragola 90 g,"12,78 € / Kg","1,15€",Frutta e verdura,Frutta conservata
Melinda Squeez 100% frutta Passata di mela & frutti tropicali 90 g,"12,78 € / Kg","1,15€",Frutta e verdura,Frutta conservata
Melinda Squeez 100% frutta Passata di mela & pera 90 g,"12,78 € / Kg","1,15€",Frutta e verdura,Frutta conservata
Melinda Squeez 100% frutta Passata di mela golden 90 g,"12,78 € / Kg","1,15€",Frutta e verdura,Frutta conservata
Valfrutta Albicocche Mediterranee 420 g,"9,12 € / Kg","2,19€",Frutta e verdura,Frutta conservata
Valfrutta Frutta e vai! Esotica con succo di Maracuja 3 x 85 g,"11,73 € / Kg","2,99€",Frutta e verdura,Frutta conservata
Valfrutta Frutta e vai! Mediterranea con succo di arancia 3 x 135 g,"11,73 € / Kg","2,99€",Frutta e verdura,Frutta conservata
Valfrutta Prugne 425 g,"5,80 € / Kg","1,45€",Frutta e verdura,Frutta conservata
Sperlari Mostarda 560 g,"11,16 € / Kg","6,25€",Frutta e verdura,Frutta conservata
MIRTILLI NATURALI RE PORCINO 200ml,"0,02 € / conf","3,98€",Frutta e verdura,Frutta conservata
MOST.VERGANI CILIEGIE SNOC.VASO400g,"12,12 € / Kg","4,85€",Frutta e verdura,Frutta conservata
Percorso Qualità Braciola con Osso di Vitello CONAD,21.8 € / Kg,"6,36€",Carne e salumi,Vitello
Percorso Qualità Fettine di Posteriore di Vitello CONAD,23.4 € / Kg,"4,77€",Carne e salumi,Vitello
Percorso Qualità Fettine Sottili di Posteriore di Vitello CONAD,"26,10 € / Kg","5,22€",Carne e salumi,Vitello
Percorso Qualità Spezzatino di Vitello CONAD,"17,10 € / Kg","8,55€",Carne e salumi,Vitello
Percorso Qualità Hamburger di Angus Irlandese Gusto Intenso 180 g Sapori & Idee Conad,22.1 € / Kg,"3,30€",Carne e salumi,Bovino
CONAD Percorso Qualità Macinato Misto di Suino e Bovino 350 g,"11,40 € / Kg","3,99€",Carne e salumi,Bovino
CONAD Percorso Qualità Macinato Scelto di Bovino 350 g,"14,26 € / Kg","4,99€",Carne e salumi,Bovino
Hamburger di Bovino 2 x 80 g Percorso Qualità Conad,"14,37 € / Kg","2,30€",Carne e salumi,Bovino
Hamburger di Bovino Biologico 150 g Verso Natura Bio Conad,"26,00 € / Kg","3,90€",Carne e salumi,Bovino
Hamburger di Marchigiana Gusto Rustico 180 g Sapori & Dintorni Conad,"25,56 € / Kg","4,60€",Carne e salumi,Bovino
Hamburger di Romagnola Gusto Delicato 180 g Sapori & Dintorni Conad,"25,56 € / Kg","4,60€",Carne e salumi,Bovino
Hamburger di Vitello 2 x 80 g Percorso Qualità Conad,"18,12 € / Kg","2,90€",Carne e salumi,Bovino
"Macinato di Vitello 0,300 kg Percorso Qualità Conad","16,33 € / Kg","4,90€",Carne e salumi,Bovino
Macinato Scelto di Bovino Adulto Italia Percorso Qualità Conad,"11,90 € / Kg","11,90€",Carne e salumi,Bovino
Percorso Qualità Arrosto di Vitello CONAD,"18,70 € / Kg","14,96€",Carne e salumi,Bovino
Percorso Qualità Macinato di Vitello CONAD,"13,50 € / Kg","5,40€",Carne e salumi,Bovino
Fettine Sottili di Lonza di Suino 200 g Percorso Qualità Conad,"12,50 € / Kg","2,50€",Carne e salumi,Suino
Percorso Qualità Lonza Di Suino a Trancio CONAD,"10,50 € / Kg","9,45€",Carne e salumi,Suino
Hamburger di Suino 2 x 80 g Percorso Qualità Conad,"10,62 € / Kg","1,70€",Carne e salumi,Suino
Spiedini di Suino 300 g Percorso Qualità Conad,"13,30 € / Kg","3,99€",Carne e salumi,Suino
"Aia Carne al Fuoco Verzino Aperto Senza Pelle 0,400 kg","13,98 € / Kg","5,59€",Carne e salumi,Suino
Tagliata di Petto di Pollo 400 g Percorso Qualità Conad,12.2 € / Kg,"3,90€",Carne e salumi,Pollo e tacchino
"Filetti di Petto di Pollo 0,400 kg Percorso Qualità Conad","9,25 € / Kg","3,70€",Carne e salumi,Pollo e tacchino
Percorso Qualità Ali Di Pollo CONAD,"4,10 € / Kg","2,87€",Carne e salumi,Pollo e tacchino
Percorso Qualità Fusi Di Pollo CONAD,"6,90 € / Kg","6,90€",Carne e salumi,Pollo e tacchino
Busto di Gallina in Parti,"4,70 € / Kg","2,82€",Carne e salumi,Pollo e tacchino
Arrosticini di Pollo 200 g Percorso Qualità Conad,"16,00 € / Kg","2,49€",Carne e salumi,Pollo e tacchino
Spiedini Rustici di Pollo Rifiniti a Mano 400 g Percorso Qualità Conad,11.4 € / Kg,"3,60€",Carne e salumi,Pollo e tacchino
Bocconcini Panati di Pollo 300 g Conad,"9,00 € / Kg","2,70€",Carne e salumi,Pollo e tacchino
Cordon Bleu con Pollo 245 g Conad,"8,12 € / Kg","1,99€",Carne e salumi,Pollo e tacchino
Cotolette con Pollo e Spinaci 220 g Conad,"7,73 € / Kg","1,70€",Carne e salumi,Pollo e tacchino
Cotolette di Pollo Conad,"9,05 € / Kg","1,99€",Carne e salumi,Pollo e tacchino
Hamburger di Pollo 200 g Percorso Qualità Conad,"12,50 € / Kg","2,50€",Carne e salumi,Pollo e tacchino
Hamburger di Tacchino 200 g Percorso Qualità Conad,"12,50 € / Kg","2,50€",Carne e salumi,Pollo e tacchino
Kebab di Pollo 350 g Conad,"12,00 € / Kg","4,20€",Carne e salumi,Pollo e tacchino
Tagliata di Petti di Pollo 350 g Conad,"11,40 € / Kg","3,99€",Carne e salumi,Pollo e tacchino
"Aia Polpettine di Pollo e Tacchino con carote e spinaci 0,370 kg","18,16 € / Kg","3,99€",Carne e salumi,Pollo e tacchino
"Aia Chicken Salad Tagliata di Petti di Pollo 0,300 kg","22,30 € / Kg","6,69€",Carne e salumi,Pollo e tacchino
Allevato senza uso di antibiotici Ali di Tacchino 750 g Percorso Qualità Conad,"4,53 € / Kg","3,40€",Carne e salumi,Pollo e tacchino
"Filetti di Tacchino 0,350 kg Percorso Qualità Conad","11,14 € / Kg","3,90€",Carne e salumi,Pollo e tacchino
POLLO SOTTOCOSCIE BIANCHE,"6,40 € / Kg","9,60€",Carne e salumi,Pollo e tacchino
Masina La Salumeria Sfilacci di Equino Affumicati con Legno di Faggio 100 g,"46,00 € / Kg","4,60€",Carne e salumi,Equino
Arrosticini di Ovino Adulto,"19,98 € / Kg","7,99€",Carne e salumi,Ovino
Arrosticini di Ovino Adulto SPIEDI,"19,97 € / Kg","7,99€",Carne e salumi,Ovino
CONAD Percorso Qualità Coniglio Intero,"11,20 € / Kg","8,85€",Carne e salumi,Altre carni
Hamburger a base di prosciutto cotto 2 x 75 g Conad,"13,27 € / Kg","1,99€",Carne e salumi,Altre carni
Hamburger a base di prosciutto cotto e mozzarella 2 x 75 g Conad,"13,27 € / Kg","1,99€",Carne e salumi,Altre carni
Casa Modena Teneroni Baby Hamburger con Prosciutto Cotto 2 x 75 g,"19,93 € / Kg","2,99€",Carne e salumi,Altre carni
Casa Modena Teneroni Hamburger con Prosciutto Cotto e Mozzarella 2 x 75 g,"19,93 € / Kg","2,99€",Carne e salumi,Altre carni
Casa Modena Teneroni l'Originale 150 g,"19,93 € / Kg","2,99€",Carne e salumi,Altre carni
Giravolte Bocconcini di Patate Speck Formaggio 170 g,"16,41 € / Kg","2,79€",Carne e salumi,Altre carni
Giravolte Bocconcini di Verdure Provola 6 x 28 g,"16,41 € / Kg","2,79€",Carne e salumi,Altre carni
Viva la Mamma Vitel Tonnè 180 g,"24,39 € / Kg","4,39€",Carne e salumi,Altre carni
Bresaola della Valtellina I.G.P. 100 g Sapori & Dintorni Conad,51.9 € / Kg,"3,89€",Carne e salumi,Salumi confezionati e freschi
Coppa 110 g Sapori & Dintorni Conad,42.6 € / Kg,"3,75€",Carne e salumi,Salumi confezionati e freschi
"Mortadella 0,120 kg Sapori & Dintorni Conad",27.0 € / Kg,"2,59€",Carne e salumi,Salumi confezionati e freschi
Mortadella di Pollo 100 g Piacersi Conad,15.9 € / Kg,"1,11€",Carne e salumi,Salumi confezionati e freschi
Petto di Pollo al Forno 100 g Piacersi Conad,19.4 € / Kg,"1,36€",Carne e salumi,Salumi confezionati e freschi
Piacersi Bresaola di Tacchino 100 g Conad,29.4 € / Kg,"2,06€",Carne e salumi,Salumi confezionati e freschi
Piacersi Petto di Tacchino al Forno 100 g Conad,19.4 € / Kg,"1,36€",Carne e salumi,Salumi confezionati e freschi
"Salame Felino IGP 0,090 kg Sapori & Dintorni Conad",50.0 € / Kg,"3,60€",Carne e salumi,Salumi confezionati e freschi
Strolghino 0.090 kg Sapori & Dintorni Conad,47.6 € / Kg,"3,43€",Carne e salumi,Salumi confezionati e freschi
Bacon Fette Pancetta Affumicata 100 g Conad,"18,90 € / Kg","1,89€",Carne e salumi,Salumi confezionati e freschi
Carne Salada del Trentino 0.110 kg Sapori & Dintorni Conad,"45,00 € / Kg","4,95€",Carne e salumi,Salumi confezionati e freschi
CONAD Freschi & Convenienti Salame Milano 100 g,"18,90 € / Kg","1,89€",Carne e salumi,Salumi confezionati e freschi
CONAD Freschi & Convenienti Speck Alto Adige IGP 90 g,"22,11 € / Kg","1,99€",Carne e salumi,Salumi confezionati e freschi
"Culatello 0,090 kg Sapori & Dintorni Conad","87,67 € / Kg","7,89€",Carne e salumi,Salumi confezionati e freschi
Freschi & Convenienti Antipasto di Salumi 120 g Conad,"27,42 € / Kg","3,29€",Carne e salumi,Salumi confezionati e freschi
Freschi & Convenienti Bresaola della Valtellina I.G.P. 90 g Conad,"33,22 € / Kg","2,99€",Carne e salumi,Salumi confezionati e freschi
Freschi & Convenienti Mortadella Bologna IGP g 100 Conad,"14,90 € / Kg","1,49€",Carne e salumi,Salumi confezionati e freschi
