products,prices_per_unitmeasurement,unit_price,category,subcategory
Esca Condipresto Sugo Pronto allo Scoglio 450 g,"10,64 € / Kg","4,79€",Surgelati e gelati,Sughi e salse
Esca Condipresto Sugo Pronto Mare e Monti 400 g,"11,98 € / Kg","4,79€",Surgelati e gelati,Sughi e salse
Esca Condipresto Sugo Pronto per Risotto e Spaghetti 450 g,"10,64 € / Kg","4,79€",Surgelati e gelati,Sughi e salse
Carotine Surgelate 450 g Conad,"4,42 € / Kg","1,99€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Aglio a cubetti Surgelato 100 g,"16,90 € / Kg","1,69€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Basilico tritato Surgelato 50 g,"19,80 € / Kg","0,99€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Biete Erbette in cubetti Surgelate 1 kg,"2,69 € / Kg","2,69€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Broccoli Surgelati 600 g,"4,75 € / Kg","2,85€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Cipolla a cubetti Surgelata 150 g,"7,67 € / Kg","1,15€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Fagioli Borlotti 450 g,"4,42 € / Kg","1,99€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Fagiolini Finissimi Surgelati 600 g,"2,98 € / Kg","1,79€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Misto per Soffritto Surgelato 150 g,"7,67 € / Kg","1,15€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Piselli Finissimi Surgelati 300 g,"4,63 € / Kg","1,39€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Prezzemolo tritato Surgelato 75 g,"15,33 € / Kg","1,15€",Surgelati e gelati,Vegetali surgelati
CONAD Percorso Qualità Zucchine a rondelle Surgelate 450 g,"3,98 € / Kg","1,79€",Surgelati e gelati,Vegetali surgelati
Contorno Fantasia di Verdure Surgelato 450 g Piacersi Conad,"5,22 € / Kg","2,35€",Surgelati e gelati,Vegetali surgelati
Contorno misto di verdure surgelato 450 g Piacersi Conad,"5,22 € / Kg","2,35€",Surgelati e gelati,Vegetali surgelati
Cuori di Carciofo tagliati a metà Surgelati 450 g Conad,"9,53 € / Kg","4,29€",Surgelati e gelati,Vegetali surgelati
Fagiolini Finissimi Biologici Surgelati 450 g Verso Natura Bio Conad,"4,64 € / Kg","2,09€",Surgelati e gelati,Vegetali surgelati
Fave Surgelate 450 g Conad,"4,20 € / Kg","1,89€",Surgelati e gelati,Vegetali surgelati
Funghi Champignon a fette Surgelati 450 g Conad,"4,56 € / Kg","2,05€",Surgelati e gelati,Vegetali surgelati
Minestrone 12 Verdure Biologico Surgelato 450 g Verso Natura Bio Conad,"4,42 € / Kg","1,99€",Surgelati e gelati,Vegetali surgelati
Minestrone di Legumi Surgelato 600 g Conad,"4,15 € / Kg","2,49€",Surgelati e gelati,Vegetali surgelati
Minestrone di Verdure con 15 Verdure Surgelato 1 kg Conad,"2,49 € / Kg","2,49€",Surgelati e gelati,Vegetali surgelati
Minestrone Leggero Surgelato 750 g Piacersi Conad,"3,32 € / Kg","2,49€",Surgelati e gelati,Vegetali surgelati
Misto Funghi Surgelati 1 kg Conad,"4,49 € / Kg","4,49€",Surgelati e gelati,Vegetali surgelati
Misto Funghi Surgelati 300 g Conad,"7,63 € / Kg","2,29€",Surgelati e gelati,Vegetali surgelati
Patate a Fette con Buccia Surgelate 600 g Conad,"3,98 € / Kg","2,39€",Surgelati e gelati,Vegetali surgelati
Patate a Spicchi Surgelate 750 g Conad,"3,05 € / Kg","2,29€",Surgelati e gelati,Vegetali surgelati
Patate Novelle Surgelate 750 g Conad,"3,99 € / Kg","2,99€",Surgelati e gelati,Vegetali surgelati
Patate taglio rustico da Forno Surgelate 600 g Conad,"3,32 € / Kg","1,99€",Surgelati e gelati,Vegetali surgelati
Patatine da Forno Surgelate 1 kg Conad,"2,99 € / Kg","2,99€",Surgelati e gelati,Vegetali surgelati
Patatine da Friggere Surgelate 1 Kg Conad,"2,89 € / Kg","2,89€",Surgelati e gelati,Vegetali surgelati
Piacersi Contorno Julienne di Verdure Surgelato 450 g Conad,"5,22 € / Kg","2,35€",Surgelati e gelati,Vegetali surgelati
Piselli Fini Biologici Surgelati 450 g Verso Natura Bio Conad,"4,64 € / Kg","2,09€",Surgelati e gelati,Vegetali surgelati
Piselli fini surgelati kg.  1 Conad,"2,49 € / Kg","2,49€",Surgelati e gelati,Vegetali surgelati
Piselli Finissimi Surgelati 750g Conad,"3,72 € / Kg","2,79€",Surgelati e gelati,Vegetali surgelati
Punte di asparagi surgelate 300 g Conad,"13,30 € / Kg","3,99€",Surgelati e gelati,Vegetali surgelati
SAPORI & IDEE CONAD Funghi Porcini a Cubetti Surgelati 300 g,"15,30 € / Kg","4,59€",Surgelati e gelati,Vegetali surgelati
SAPORI & IDEE CONAD Funghi Porcini a Fette Surgelati 200 g,"22,95 € / Kg","4,59€",Surgelati e gelati,Vegetali surgelati
Spinaci in cubetti Surgelati 1 kg Conad,"2,49 € / Kg","2,49€",Surgelati e gelati,Vegetali surgelati
Spinaci in Foglie Biologici Surgelati 450 g Verso Natura Bio Conad,"4,42 € / Kg","1,99€",Surgelati e gelati,Vegetali surgelati
Spinaci in Soffici Foglie Surgelati 600 g Conad,"3,32 € / Kg","1,99€",Surgelati e gelati,Vegetali surgelati
Orogel Cubello Spinaci Foglia Più Surgelati 900 g,"3,88 € / Kg","3,49€",Surgelati e gelati,Vegetali surgelati
Pizzoli PataSnella Patatine 1 Kg,3.4 € / Kg,"1,99€",Surgelati e gelati,Vegetali surgelati
Bonduelle Natura in Padella Fagiolini e patate Surgelato 450 g,"4,64 € / Kg","2,09€",Surgelati e gelati,Vegetali surgelati
Bonduelle Natura in Padella Piselli e carotine Surgelato 450 g,"4,64 € / Kg","2,09€",Surgelati e gelati,Vegetali surgelati
Bonduelle Natura in padella Taccole 450 g,"4,64 € / Kg","2,09€",Surgelati e gelati,Vegetali surgelati
Findus Ciuffetti di Spinaci Primavera 800 g,"3,99 € / Kg","3,19€",Surgelati e gelati,Vegetali surgelati
Findus Cuori di Carciofi Primavera 250 g,"15,16 € / Kg","3,79€",Surgelati e gelati,Vegetali surgelati
Findus Fagiolini Primavera 600 g,"6,65 € / Kg","3,99€",Surgelati e gelati,Vegetali surgelati
Findus Minestrone Tradizione - con Verdure IGP e DOP 1000 g,"4,29 € / Kg","4,29€",Surgelati e gelati,Vegetali surgelati
Findus Minestrone Tradizione - con Verdure IGP e DOP 400 g,"5,22 € / Kg","2,09€",Surgelati e gelati,Vegetali surgelati
Findus Minestrone Tradizione 5 Minuti - con Verdure IGP e DOP 600 g,"5,82 € / Kg","3,49€",Surgelati e gelati,Vegetali surgelati
Findus Piselli Novelli 1000 g,"4,80 € / Kg","4,80€",Surgelati e gelati,Vegetali surgelati
Findus Piselli Novelli 450 g,"4,42 € / Kg","1,99€",Surgelati e gelati,Vegetali surgelati
La Valle Degli Orti la Fantasia di Funghi 300 g,"13,30 € / Kg","3,99€",Surgelati e gelati,Vegetali surgelati
La Valle Degli Orti Minestrone Classico 400 g,"5,62 € / Kg","2,25€",Surgelati e gelati,Vegetali surgelati
McCain Chef Gourmet 500 g,"6,18 € / Kg","3,09€",Surgelati e gelati,Vegetali surgelati
McCain Forno Country 650 g,"4,91 € / Kg","3,19€",Surgelati e gelati,Vegetali surgelati
McCain Forno Express 500 g,"6,18 € / Kg","3,09€",Surgelati e gelati,Vegetali surgelati
McCain Golden Long 750 g,"3,85 € / Kg","2,89€",Surgelati e gelati,Vegetali surgelati
"McCain le Patatine Originali 1,04 kg","3,16 € / Kg","3,29€",Surgelati e gelati,Vegetali surgelati
Orogel Buon Minestrone Surgelati 750 g,"4,65 € / Kg","3,49€",Surgelati e gelati,Vegetali surgelati
Orogel Cavolfiore a Rosette Surgelati 450 g,"5,00 € / Kg","2,25€",Surgelati e gelati,Vegetali surgelati
Orogel Cavolfiore Romanesco a Rosette Surgelati 400 g,"8,25 € / Kg","3,30€",Surgelati e gelati,Vegetali surgelati
Orogel Cavolini di Bruxelles Teneri e Interi Surgelati 450 g,"5,31 € / Kg","2,39€",Surgelati e gelati,Vegetali surgelati
Orogel Cubello Cime di Rapa Foglia Più Surgelati 600 g,"4,97 € / Kg","2,98€",Surgelati e gelati,Vegetali surgelati
Orogel Finocchi a fette Surgelati 400 g,"5,98 € / Kg","2,39€",Surgelati e gelati,Vegetali surgelati
Orogel Il Benessere Leggerezza Minestrone Surgelati 750 g,"4,39 € / Kg","3,29€",Surgelati e gelati,Vegetali surgelati
Orogel Il Benessere Leggerezza Surgelati 450 g,"6,78 € / Kg","3,05€",Surgelati e gelati,Vegetali surgelati
Orogel Il Benessere Misto Benessere Surgelati 450 g,"5,98 € / Kg","2,69€",Surgelati e gelati,Vegetali surgelati
Orogel Il Benessere Soia Edamame surgelati 330 g,"9,06 € / Kg","2,99€",Surgelati e gelati,Vegetali surgelati
Orogel Il Benessere Tricolore Surgelati 450 g,"6,42 € / Kg","2,89€",Surgelati e gelati,Vegetali surgelati
Orogel Il Benessere Verdure Campagnole Surgelati 450 g,"5,76 € / Kg","2,59€",Surgelati e gelati,Vegetali surgelati
Orogel Le Erbe Aromatiche Misto per Soffritto Surgelati 300 g,"6,97 € / Kg","2,09€",Surgelati e gelati,Vegetali surgelati
Orogel Le Erbe Aromatiche Scalogno Surgelati 100 g,"14,90 € / Kg","1,49€",Surgelati e gelati,Vegetali surgelati
Orogel Spinaci tritati in Comode Gocce Surgelati 450 g,"5,09 € / Kg","2,29€",Surgelati e gelati,Vegetali surgelati
Orogel TantoCuore Carciofi Spicchi Surgelati 300 g,"12,30 € / Kg","3,69€",Surgelati e gelati,Vegetali surgelati
Orogel Zucca a Cubetti Surgelati 450 g,"5,53 € / Kg","2,49€",Surgelati e gelati,Vegetali surgelati
"Pizzoli Le patatine selezione oro 2,5 kg","2,06 € / Kg","5,15€",Surgelati e gelati,Vegetali surgelati
Pizzoli PataSnella Barchette 600 g,"4,82 € / Kg","2,89€",Surgelati e gelati,Vegetali surgelati
Pizzoli PataSnella Ultra Veloci 5 minuti in forno 500 g,"5,98 € / Kg","2,99€",Surgelati e gelati,Vegetali surgelati
Pizzoli PataSnella Una Tira l'Altra 600 g,"4,82 € / Kg","2,89€",Surgelati e gelati,Vegetali surgelati
Pizzoli We Love Croccanti 750 g,"3,85 € / Kg","2,89€",Surgelati e gelati,Vegetali surgelati
Contorno Misto Grigliato Surgelato 450 g Conad,"5,31 € / Kg","2,39€",Surgelati e gelati,Vegetali surgelati
Melanzane Grigliate Surgelate 450 g Conad,"5,98 € / Kg","2,69€",Surgelati e gelati,Vegetali surgelati
Mini Crocchette di Patate Surgelate 450 g Conad,"3,76 € / Kg","1,69€",Surgelati e gelati,Vegetali surgelati
Mix di Verdure in Pastella Surgelato 450 g Conad,"7,76 € / Kg","3,49€",Surgelati e gelati,Vegetali surgelati
Bonduelle Natura in Padella Melanzane e zucchine grigliate con carote e pomodori Surgelato 450 g,"6,64 € / Kg","2,99€",Surgelati e gelati,Vegetali surgelati
La Valle Degli Orti Bastoncini di Verdure con Edam 300 g,"5,63 € / Kg","1,69€",Surgelati e gelati,Vegetali surgelati
Orogel i Grigliati Peperoni Arrostiti Senza Pelle Surgelati 400 g,"10,72 € / Kg","4,29€",Surgelati e gelati,Vegetali surgelati
Orogel i Grigliati Tris Grigliato Surgelati 450 g,"9,76 € / Kg","4,39€",Surgelati e gelati,Vegetali surgelati
Orogel La Cucina Italiana Gran Fritto Pastellato Surgelati 450 g,"8,87 € / Kg","3,99€",Surgelati e gelati,Vegetali surgelati
Orogel La Cucina Italiana Tris Grigliato Surgelati 250 g,"9,96 € / Kg","2,49€",Surgelati e gelati,Vegetali surgelati
Orogel La Cucina Italiana Zucchine grigliate Gusto Ricco Surgelati 400 g,"8,98 € / Kg","3,59€",Surgelati e gelati,Vegetali surgelati
FRAGOLE BIO ASIAGO FOOD 300g,"8,63 € / Kg","2,59€",Surgelati e gelati,Vegetali surgelati
MISTO FUNGHI TRIFOLATI SARTOR 300g,"16,50 € / Kg","4,95€",Surgelati e gelati,Vegetali surgelati
Alimentum Senza Glutine Coni Gelato alla panna senza lattosio* 4 Coni 300 g Conad,"11,97 € / Kg","3,59€",Surgelati e gelati,Gelati
"Bisco Gelato Vaniglia, Cacao, Zabaione 6 Pezzi 480 g Conad","7,06 € / Kg","3,39€",Surgelati e gelati,Gelati
Biscotto - ripieno di gelato alla vaniglia 8 pezzi g.  400 Conad,"6,72 € / Kg","2,69€",Surgelati e gelati,Gelati
Biscotto Gelato senza lattosio* 6 Gelati 300 g Alimentum Senza Glutine Conad,"11,30 € / Kg","3,39€",Surgelati e gelati,Gelati
Coni Mini 8 Pezzi 320 g Conad,"14,03 € / Kg","4,49€",Surgelati e gelati,Gelati
Cono Caffè 6 gelati 450 g Conad,"6,64 € / Kg","2,99€",Surgelati e gelati,Gelati
Cono gelato - Panna & Pistacchio di Sicilia 300g Sapori & Idee Conad,"11,63 € / Kg","3,49€",Surgelati e gelati,Gelati
Cono gelato Panna & Frutti Rossi g 300 Sapori & Idee Conad,"11,63 € / Kg","3,49€",Surgelati e gelati,Gelati
Cono Miniature 6 panna e 6 cioccolato 12 pz g. 225 Conad,"17,73 € / Kg","3,99€",Surgelati e gelati,Gelati
Cono Panna 6 gelati 450 g Conad,"6,64 € / Kg","2,99€",Surgelati e gelati,Gelati
Cono Panna e Cioccolato 6 gelati 450 g Conad,"6,64 € / Kg","2,99€",Surgelati e gelati,Gelati
Coppa Caffè 4 x 70 g Conad,"9,64 € / Kg","2,70€",Surgelati e gelati,Gelati
Disco Snack Vaniglia 8 Gelati 280 g Conad,"8,89 € / Kg","2,49€",Surgelati e gelati,Gelati
"Ghiaccioli Menta, Limone, Amarena e Arancia 10 Ghiaccioli 650 g Conad","3,83 € / Kg","2,49€",Surgelati e gelati,Gelati
"Ghiaccioli Menta, Limone, Amarena, Arancia, Cedro e Cola 24 Ghiaccioli 1560 g Conad","3,07 € / Kg","4,79€",Surgelati e gelati,Gelati
Gran Stecco alle Mandorle 4 pezzi 328 g Conad,"8,51 € / Kg","2,79€",Surgelati e gelati,Gelati
Gran Stecco Classico 4 Pezzi 316 g Conad,"8,83 € / Kg","2,79€",Surgelati e gelati,Gelati
Lemonlik 6 x 80 g Conad,"4,77 € / Kg","2,29€",Surgelati e gelati,Gelati
Mini Biscotto Ripieno di Gelato Stracciatella Ricoperto di Cacao Magro Nocciole 6 Pezzi 330 g Conad,"9,06 € / Kg","2,99€",Surgelati e gelati,Gelati
Mini Fantasie 9 Pezzi 300 g Conad,"10,97 € / Kg","3,29€",Surgelati e gelati,Gelati
Mini Stecchi con Yogurt Magro 6 Gelati 240 g Conad,"12,46 € / Kg","2,99€",Surgelati e gelati,Gelati
Mini Stecco Doppia Copertura Cioccolato Caramello 6 pezzi 300 g Conad,"9,97 € / Kg","2,99€",Surgelati e gelati,Gelati
"Mini Stecco Mandorle, Bianco e Latte 6 gelati 300 g Conad","9,97 € / Kg","2,99€",Surgelati e gelati,Gelati
Pralinato 6 x 60 g Conad,"8,31 € / Kg","2,99€",Surgelati e gelati,Gelati
Ricoperto - gelato alla panna ricoperto al cacao magro 6 pezzi g.  270 Conad,"8,11 € / Kg","2,19€",Surgelati e gelati,Gelati
Sorbetti con 50% di Frutta ai frutti di bosco 6 Pezzi 330 g Conad,"12,42 € / Kg","4,10€",Surgelati e gelati,Gelati
Stecco gelato - Panna & Pistacchio di Sicilia 260g Sapori & Idee Conad,"13,42 € / Kg","3,49€",Surgelati e gelati,Gelati
Stecco gelato Panna & Caramello Salato g 260 Sapori & Idee Conad,"13,42 € / Kg","3,49€",Surgelati e gelati,Gelati
Stecco Gelato Panna & Mandorla D'Avola g 260 Sapori & Idee Conad,"13,42 € / Kg","3,49€",Surgelati e gelati,Gelati
Ferrero Pocket Coffee espresso 4 x 41 g,"27,38 € / Kg","3,59€",Surgelati e gelati,Gelati
Ferrero Rocher Classic Gelato 4 x 50 g,22.4 € / Kg,"3,59€",Surgelati e gelati,Gelati
Magnum mini Classic Almond White Chocolate 6 Gelati 266 g,18.3 € / Kg,"3,79€",Surgelati e gelati,Gelati
Magnum mini Pistacchio Nocciola 6 Gelati 267 g,18.2 € / Kg,"3,79€",Surgelati e gelati,Gelati
Maxibon Classic 4 biscotti,11.8 € / Kg,"2,99€",Surgelati e gelati,Gelati
NESTLÉ Maxibon Cereal Mix 4 x 60 g,20.8 € / Kg,"3,29€",Surgelati e gelati,Gelati
NESTLÉ Maxibon Choco Brownie 4 x 58 g,20.8 € / Kg,"3,29€",Surgelati e gelati,Gelati
NESTLÉ Maxibon Cookie Choco Chips 4 x 60 g,20.8 € / Kg,"3,29€",Surgelati e gelati,Gelati
NESTLÉ Maxibon Waffle Blonde Caramel 4 x 60 g,20.8 € / Kg,"3,29€",Surgelati e gelati,Gelati
PIRULO Tropical Mini 6 x 50 g,11.5 € / Kg,"2,59€",Surgelati e gelati,Gelati
Raffaello 4 x 47 g,23.9 € / Kg,"3,59€",Surgelati e gelati,Gelati
Sammontana Cinque Stelle Caramello salato 6 x 60 g,13.8 € / Kg,"3,39€",Surgelati e gelati,Gelati
Sammontana Cinque Stelle Cioccolato 6 x 60 g,13.8 € / Kg,"3,39€",Surgelati e gelati,Gelati
Sammontana Cinque Stelle Croccantino 6 x 75 g,11.1 € / Kg,"3,39€",Surgelati e gelati,Gelati
Sammontana Cinque Stelle Panna 6 x 75 g,11.1 € / Kg,"3,39€",Surgelati e gelati,Gelati
Sammontana Cinque Stelle Stracciatella 6 x 60 g,13.8 € / Kg,"3,39€",Surgelati e gelati,Gelati
Algida Croccante 8 x 58 g,"12,05 € / Kg","5,59€",Surgelati e gelati,Gelati
Algida Cucciolone Classico 6 x 80 g,"9,69 € / Kg","4,65€",Surgelati e gelati,Gelati
Algida l'Originale Cucciolone Classico 6 x 480 g,"10,40 € / Kg","4,99€",Surgelati e gelati,Gelati
Algida Liuk 8 x 79 g,"9,00 € / Kg","5,69€",Surgelati e gelati,Gelati
Bounty Ice Cream 4 x 39.1 g,"21,68 € / Kg","3,39€",Surgelati e gelati,Gelati
Cornetto Algida Classico 6 x 75 g,"13,31 € / Kg","5,99€",Surgelati e gelati,Gelati
Cornetto Algida Classico 8 x 60 g,"13,52 € / Kg","6,49€",Surgelati e gelati,Gelati
Cornetto Algida Cuore Croccante con cuore di cacao e scaglie di cioccolato fondente 6 x 60 g,"18,03 € / Kg","6,49€",Surgelati e gelati,Gelati
Cornetto Algida mini Classico 8 x 36 g,"17,33 € / Kg","4,99€",Surgelati e gelati,Gelati
Cornetto Algida Senza Glutine 5 x 75 g,"11,97 € / Kg","4,49€",Surgelati e gelati,Gelati
Cornetto Algida Sud Stellati Marianna Vitale 4 x 57 g,"22,59 € / Kg","5,15€",Surgelati e gelati,Gelati
Cornetto Mini Classico 8 x 36 g,"19,10 € / Kg","5,50€",Surgelati e gelati,Gelati
Estathé Ice limone 5 x 70 g,"10,54 € / Kg","3,69€",Surgelati e gelati,Gelati
Estathé Ice menta e lime 5 x 70 g,"10,54 € / Kg","3,69€",Surgelati e gelati,Gelati
Ferrero Rocher White 4 x 50 g,"22,45 € / Kg","4,49€",Surgelati e gelati,Gelati
Ferrero Rondnoir 4 x 50 g,"22,45 € / Kg","4,49€",Surgelati e gelati,Gelati
Gocciole Gelato 4 pacchetti 360 g,"12,47 € / Kg","4,49€",Surgelati e gelati,Gelati
Kinder bueno White 4 x 62 g,"18,10 € / Kg","4,49€",Surgelati e gelati,Gelati
Kinder Chocolate ice cream 4 x 38 g,"24,93 € / Kg","3,79€",Surgelati e gelati,Gelati
Loacker Gelato Biscotto Latte Alpino 4 x 66 g,"16,25 € / Kg","4,29€",Surgelati e gelati,Gelati
Loacker Gelato Biscotto Napolitaner 4 x 66 g,"16,25 € / Kg","4,29€",Surgelati e gelati,Gelati
Magnum Almond 4 x 82 g,"17,65 € / Kg","5,79€",Surgelati e gelati,Gelati
Magnum Classic 4 x 79 g,"18,32 € / Kg","5,79€",Surgelati e gelati,Gelati
"Magnum Double Starchaser Chocolate, Caramel, Popcorn Flavour 3 x 72 g","26,81 € / Kg","5,79€",Surgelati e gelati,Gelati
"Magnum Double Sunlover White Chocolate, Mango, Coconut 3 x 75 g","22,71 € / Kg","5,79€",Surgelati e gelati,Gelati
"Magnum mini Double Caramel Chocolate 6 x 47,5 g","16,30 € / Kg","4,89€",Surgelati e gelati,Gelati
Magnum mini White Chocolate White Chocolate Almond 6 gelati 267 g,"18,31 € / Kg","4,89€",Surgelati e gelati,Gelati
Magnum Remix mini Nocciola 6 x 44 g,"18,52 € / Kg","4,89€",Surgelati e gelati,Gelati
Magnum White Chocolate 4 x 79 g,"18,32 € / Kg","5,79€",Surgelati e gelati,Gelati
Mars Ice Cream 4 x 41.8 g,"20,28 € / Kg","3,39€",Surgelati e gelati,Gelati
MOTTA Coppa del Nonno Macchiato al Caramello 4 x 68 g,"12,46 € / Kg","3,39€",Surgelati e gelati,Gelati
Mulino Bianco Baiocchi Biscotto con Cremoso Gelato con Nocciole e Cacao 8 x 40 g,"14,03 € / Kg","4,49€",Surgelati e gelati,Gelati
NESTLÉ Maxibon Cono di Croccante Biscotto Nocciola 4 x 71 g,"19,33 € / Kg","5,49€",Surgelati e gelati,Gelati
NESTLÉ Maxibon Cono di Croccante Biscotto Vaniglia e Caramello 4 x 71 g,"19,33 € / Kg","5,49€",Surgelati e gelati,Gelati
NESTLÉ Maxibon Mini Classic 6 x 54 g,"13,24 € / Kg","4,29€",Surgelati e gelati,Gelati
NUII Caramello Salato e Noci Macadamia Australiane x4,"16,88 € / Kg","4,59€",Surgelati e gelati,Gelati
NUII Cioccolato al Latte e Nocciole Tostate Italiane 4 x 68 g,"16,88 € / Kg","4,59€",Surgelati e gelati,Gelati
NUII New York Cookies e Panna 4 x 67 g,"17,13 € / Kg","4,59€",Surgelati e gelati,Gelati
Pan di Stelle il Biscotto Gelato 8 x 40 g,"14,03 € / Kg","4,49€",Surgelati e gelati,Gelati
Ringo Vaniglia 4 x 80 g,"14,03 € / Kg","4,49€",Surgelati e gelati,Gelati
Sammontana Amando 4 Biscotti gelato alla Vaniglia variegati ai Frutti di Bosco 4 x 52 g,"18,22 € / Kg","3,79€",Surgelati e gelati,Gelati
"Sammontana Amando 6 Stecchi, Frutti Rossi, Pesca, Mela e Kiwi 6 x 55 g","11,48 € / Kg","3,79€",Surgelati e gelati,Gelati
Sammontana Coppa d'Oro Amarena Fabbri 4 x 90 g,"10,25 € / Kg","3,69€",Surgelati e gelati,Gelati
Sammontana Coppa d'Oro Cioccolato 4 x 90 g,"10,25 € / Kg","3,69€",Surgelati e gelati,Gelati
"Sammontana Dadaumpa ghiaccioli vintage Cedrata, Granatina, Chinotto, Anice 8 x 62 g","6,03 € / Kg","2,99€",Surgelati e gelati,Gelati
Sammontana Gruvi Mitico Croccantino 4 x 60 g,"18,71 € / Kg","4,49€",Surgelati e gelati,Gelati
Sammontana Gruvi Pistacchio Sincero 4 x 60 g,"18,71 € / Kg","4,49€",Surgelati e gelati,Gelati
Valsoia Bontà e Salute il gelato 3 Stecchi 250 g,"13,16 € / Kg","3,29€",Surgelati e gelati,Gelati
Valsoia Bontà e Salute il gelato 8 Sandwich 8 x 40 g,"10,28 € / Kg","3,29€",Surgelati e gelati,Gelati
I Dessert Bon Bon Gusti Assortiti 12 gelati 120 g Conad,"30,75 € / Kg","3,69€",Surgelati e gelati,Gelati
I Dessert Sfoglia Gelato alla Crema e Cioccolato con Cereali 320 g Conad,"7,78 € / Kg","2,49€",Surgelati e gelati,Gelati
I Dessert Sfoglia Gelato alla Vaniglia e Cacao Magro 320 g Conad,"7,78 € / Kg","2,49€",Surgelati e gelati,Gelati
Tartufo Bianco Panna e Caffè 2 x 95 g Sapori & Idee Conad,"14,68 € / Kg","2,79€",Surgelati e gelati,Gelati
Tartufo Nero Cioccolato e Crema Chantilly 2 x 95 g Sapori & Idee Conad,"14,68 € / Kg","2,79€",Surgelati e gelati,Gelati
Torta Gelato al Gusto di Vaniglia e al Cacao 750 g i Dessert Conad,"7,32 € / Kg","5,49€",Surgelati e gelati,Gelati
MOTTA Coppa del Nonno Chicchi al Caffè 220 g,16.6 € / Kg,"2,59€",Surgelati e gelati,Gelati
Magnum bomboniera Classic 12 Gelati 104 g,"27,79 € / Kg","2,89€",Surgelati e gelati,Gelati
Gelato al Cioccolato con Cacao della Repubblica Dominicana 300 g Sapori & Idee Conad,"10,97 € / Kg","3,29€",Surgelati e gelati,Gelati
Gelato al Fiordilatte 100% Italiano 300 g Sapori & Idee Conad,"10,97 € / Kg","3,29€",Surgelati e gelati,Gelati
Gelato al Pistacchio 100% Italiano 300 g Sapori & Idee Conad,"10,97 € / Kg","3,29€",Surgelati e gelati,Gelati
Gelato alla Nocciola 100% Italiana 300 g Sapori & Idee Conad,"10,97 € / Kg","3,29€",Surgelati e gelati,Gelati
Gelato alla Vaniglia del Madagascar 300 g Sapori & Idee Conad,"10,97 € / Kg","3,29€",Surgelati e gelati,Gelati
"Gli Assortiti Caffè, Nocciola e Stracciatella 1 kg Conad","4,49 € / Kg","4,49€",Surgelati e gelati,Gelati
"Gli Assortiti Crema, Cacao e Spagnola 1 kg Conad","4,49 € / Kg","4,49€",Surgelati e gelati,Gelati
"Gli Assortiti Zabaione, Cacao e Panna Cotta 1 kg Conad","4,49 € / Kg","4,49€",Surgelati e gelati,Gelati
I Capricci Caffè e Crema al Torroncino 200 g Conad,"8,45 € / Kg","1,69€",Surgelati e gelati,Gelati
I Capricci Panna Cotta al Caramello 200 g Conad,"8,45 € / Kg","1,69€",Surgelati e gelati,Gelati
I Capricci Pistacchio e Gianduia 200 g Conad,"8,45 € / Kg","1,69€",Surgelati e gelati,Gelati
I Capricci Triplo Cioccolato 200 g Conad,"8,45 € / Kg","1,69€",Surgelati e gelati,Gelati
I Capricci Vaniglia del Madagascar e Frutti Rossi 200 g Conad,"8,45 € / Kg","1,69€",Surgelati e gelati,Gelati
I Classici Fragola e Limone 500 g Conad,"5,78 € / Kg","2,89€",Surgelati e gelati,Gelati
I Classici Nocciola 500 g Conad,"5,78 € / Kg","2,89€",Surgelati e gelati,Gelati
I Classici Stracciatella 500 g Conad,"5,78 € / Kg","2,89€",Surgelati e gelati,Gelati
I Classici Yogurt e Frutti di Bosco 500 g Conad,"5,78 € / Kg","2,89€",Surgelati e gelati,Gelati
I Cremosi Affogato al Caffè 500 g Conad,"5,90 € / Kg","2,95€",Surgelati e gelati,Gelati
I Cremosi Affogato al Cioccolato 500 g Conad,"5,90 € / Kg","2,95€",Surgelati e gelati,Gelati
I Cremosi Pistacchio Affogato al Gianduia 500 g Conad,"5,90 € / Kg","2,95€",Surgelati e gelati,Gelati
I Cremosi Sorbetto al Limone 500 g Conad,"5,90 € / Kg","2,95€",Surgelati e gelati,Gelati
I Cremosi Spagnola 500 g Conad,"5,90 € / Kg","2,95€",Surgelati e gelati,Gelati
I Cremosi Tiramisù 500 g Conad,"5,90 € / Kg","2,95€",Surgelati e gelati,Gelati
Panna vaschetta g.  500 Conad,"5,78 € / Kg","2,89€",Surgelati e gelati,Gelati
Sorbetto al Limone di Sicilia 300 g Sapori & Idee Conad,"10,97 € / Kg","3,29€",Surgelati e gelati,Gelati
Yogurt e Mirtillo con Gocce di Meringa 200 g i Capricci Conad,"8,45 € / Kg","1,69€",Surgelati e gelati,Gelati
Sammontana Barattolino Delizie di Nocciola 500 g,9.3 € / Kg,"2,99€",Surgelati e gelati,Gelati
