,Product,Price
6591,"Esselunga, fagioli borlotti conf. 3x380 g - peso netto sgocc. 3x2…","Euro 2,74 / kg"
6592,"Esselunga, passata di pomodoro 350 g","Euro 2,43 / kg"
6593,"Esselunga, Anellini n. 28 pasta di semola di grano duro 250 g","Euro 1,80 / kg"
6594,"Esselunga, polpa di pomodoro conf. 3x400 g","Euro 1,66 / kg"
6595,"Esselunga, fagioli cannellini conf. 3x200 g - peso netto sgocc. 3…","Euro 5,31 / kg"
6596,"Esselunga, maionese 250 ml","Euro 5,00 / l"
6597,"Esselunga, Mezze Penne Rigate n. 95 pasta di semola di grano duro…","Euro 1,49 / kg"
6598,"Esselunga, mais dolce 300 g - peso netto sgocc. 285 g","Euro 3,83 / kg"
6599,"Esselunga, Pipe Rigate n. 191 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6600,"Esselunga, Spaghetti n. 3 pasta di semola di grano duro 1 kg","Euro 1,49 / kg"
6601,"Esselunga, Spaghetti n. 3 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6602,"Esselunga, Tubettini Rigati n. 36 pasta di semola di grano duro 5…","Euro 1,58 / kg"
6603,"Esselunga, Fusilli n. 102 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6604,"Esselunga, Conchigliette n. 40 pasta di semola di grano duro 500 …","Euro 1,58 / kg"
6605,"Esselunga, tonno all'olio di oliva 120 g","Euro 13,26 / kg"
6606,"Esselunga, olive denocciolate in salamoia 560 g - peso netto sgoc…","Euro 6,68 / kg"
6607,"Esselunga, Mezzi Rigatoni n. 70 pasta di semola di grano duro 500…","Euro 1,58 / kg"
6608,"Esselunga, fagioli rossi conf. 3x200 g - peso netto sgocc. 3x125 …","Euro 5,31 / kg"
6609,"Esselunga, Farfalle n. 61 pasta di semola di grano duro 1 kg","Euro 1,49 / kg"
6610,"Esselunga, pesto con basilico genovese DOP senza aglio 90 g","Euro 15,45 / kg"
6611,"Esselunga, fagiolini fini 400 g - peso netto sgocc. 220 g","Euro 4,32 / kg"
6612,"Esselunga, lenticchie verdi mignon 500 g","Euro 3,30 / kg"
6613,"Esselunga, Penne Rigate n. 19 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6614,"Esselunga, riso Roma 1 kg","Euro 2,59 / kg"
6615,"Esselunga, tonno all'olio d'oliva conf. 4x160 g","Euro 12,49 / kg"
6616,"Esselunga, fagioli borlotti conf. 3x200 g - peso netto sgocc. 3x1…","Euro 5,31 / kg"
6617,"Esselunga, tonno al naturale conf. 3x80 g - peso netto sgocc.3x56…","Euro 16,61 / kg"
6618,"Esselunga, sugo al basilico 290 g","Euro 3,97 / kg"
6619,"Esselunga, Ditaloni n. 72 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6620,"Esselunga, Cavatappi n. 93 pasta semola di grano duro 1 kg","Euro 1,49 / kg"
6621,"Esselunga, riso Arborio 1 kg","Euro 2,99 / kg"
6622,"Esselunga, Farfalle n. 61 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6623,"Esselunga, Linguine n. 13 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6624,"Esselunga, doppio concentrato di pomodoro 130 g","Euro 6,08 / kg"
6625,"Esselunga, Elicoidali n. 46 pasta di semola di grano duro 1 kg","Euro 1,49 / kg"
6626,"Esselunga, Linguine n. 13 pasta di semola di grano duro 1 kg","Euro 1,49 / kg"
6627,"Esselunga, filetti di sgombro all'olio di oliva 125 g","Euro 14,80 / kg"
6628,"Esselunga, Spaghettini n. 2 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6629,"Esselunga, olive nere denocciolate in salamoia 350 g","Euro 7,82 / kg"
6630,"Esselunga, olio di oliva 1 l","Euro 6,19 / l"
6631,"Esselunga, semola di grano duro 1 kg","Euro 1,34 / kg"
6632,"Esselunga, passata di pomodoro conf. 2x230 g","Euro 3,03 / kg"
6633,"Esselunga, Penne Lisce n. 18 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6634,"Esselunga, Corallini n. 71 pasta di semola di grano duro 250 g","Euro 1,80 / kg"
6635,"Esselunga, olio extra vergine di oliva 1 l","Euro 6,49 / l"
6636,"Esselunga, lenticchie verdi giganti 500 g","Euro 3,18 / kg"
6637,"Esselunga, riso Originario 1 kg","Euro 2,29 / kg"
6638,"Esselunga, pesto con basilico genovese DOP 90 g","Euro 15,45 / kg"
6639,"Esselunga, filetti di sgombro al naturale 125 g - peso netto sgoc…","Euro 20,56 / kg"
6640,"Esselunga Equilibrio, fusilli integrali n.48 500 g","Euro 1,78 / kg"
6641,"Esselunga, pesto con basilico genovese DOP senza aglio180 g","Euro 13,28 / kg"
6642,"Esselunga, carciofini tagliati in olio di oliva 280 g","Euro 9,61 / kg"
6643,"Esselunga, piselli medi al naturale conf. 3x400 g - peso netto sg…","Euro 3,45 / kg"
6644,"Esselunga, Sugo al basilico 130 g","Euro 6,85 / kg"
6645,"Esselunga, piselli fini al naturale conf. 3x400 g - peso netto sg…","Euro 3,45 / kg"
6646,"Esselunga, Grattini n. 128 pasta all'uovo 250 g","Euro 2,60 / kg"
6647,"Esselunga Equilibrio, pennette rigate integrali n.66 500 g","Euro 1,78 / kg"
6648,"Esselunga, tonno al naturale conf. 2x160 g - peso netto sgocc.2x1…","Euro 16,03 / kg"
6649,"Esselunga, Tripolini n. 112 pasta all'uovo 250 g","Euro 2,60 / kg"
6650,"Esselunga, pesto con basilico genovese DOP 180 g","Euro 13,28 / kg"
6651,"Esselunga, sugo all'arrabbiata 290 g","Euro 3,97 / kg"
6652,"Esselunga, fagioli bianchi conf. 3x380 g - peso netto sgocc. 3x23…","Euro 2,74 / kg"
6653,"Esselunga, sardine in olio di oliva 120 g","Euro 10,01 / kg"
6654,"Esselunga, filetto di salmone al naturale 150 g - peso netto sgoc…","Euro 33,90 / kg"
6655,"Esselunga, Acini di Pepe n. 64 pasta di semola di grano duro 250 …","Euro 1,80 / kg"
6656,"Esselunga, olive giganti denocciolate in salamoia 560 g - peso ne…","Euro 12,36 / kg"
6657,"Esselunga, Fidelini n. 1 pasta di semola di grano duro 500 g","Euro 1,58 / kg"
6658,"Esselunga, salsa tartara 240 g","Euro 7,40 / l"
6659,"Esselunga, lievito vaniglinato per dolci conf. 5x16 g","Euro 12,38 / kg"
6660,"Esselunga, olio extra vergine di oliva classico 500 ml","Euro 7,98 / l"
6661,"Esselunga, cetriolini aromatizzati con aceto di vino 360 g - peso…","Euro 12,50 / kg"
6662,"Esselunga, salsa tonnata 240 g","Euro 7,40 / l"
6663,"Esselunga, olio extra vergine di oliva 100% italiano 1 l","Euro 8,49 / l"
6664,"Esselunga, maionese 260 ml","Euro 6,04 / kg"
6665,"Esselunga, pomodori secchi in olio di oliva 280 g","Euro 9,97 / kg"
6666,"Esselunga, polpa di pomodoro 690 g","Euro 1,87 / kg"
6667,"Esselunga Equilibrio, tortiglioni integrali n.49 500 g","Euro 1,78 / kg"
6668,"Esselunga, fagioli rossi conf. 3x380 g - peso netto sgocc. 230 g","Euro 2,89 / kg"
6669,"Esselunga, cipolline aromatizzate con aceto di vino senza glutine…","Euro 5,67 / kg"
6670,"Esselunga, olio extra vergine di oliva classico 10 cl","Euro 12,50 / l"
6671,"Esselunga, brodo granulare vegetale 150 g","Euro 12,54 / kg"
6672,"Esselunga, capperi aromatizzati con aceto di vino 210 g - peso ne…","Euro 22,09 / kg"
6673,"Esselunga, salsa di pomodoro datterino 330 g","Euro 4,22 / kg"
6674,"Esselunga, cipolle borettane in agrodolce 350 g - peso netto sgoc…","Euro 8,53 / kg"
6675,"Esselunga, champignons in olio di oliva 280 g","Euro 12,83 / kg"
6676,"Esselunga, maionese light 250 g","Euro 4,36 / kg"
6677,"Esselunga Equilibrio, mezze maniche integrali n.51 500 g","Euro 1,78 / kg"
6678,"Esselunga, senape media 134 g","Euro 0,01 / ml"
6679,"Esselunga, filetti di alici in olio di oliva distesi 90 g","Euro 33,23 / kg"
6680,"Esselunga, giardiniera aromatizzata con aceto di vino senza gluti…","Euro 4,62 / kg"
6681,"Esselunga, mais per pop corn 500 g","Euro 1,98 / kg"
6682,"Esselunga, sugo all'arrabbiata 130 g","Euro 6,85 / kg"
6683,"Esselunga, riso Baldo Parboiled 1 kg","Euro 2,79 / kg"
6684,"Esselunga, aceto di vino bianco 500 ml","Euro 1,78 / l"
6685,"Esselunga, fagiolini finissimi 400 g - peso netto sgocc. 220 g","Euro 4,32 / kg"
6686,"Esselunga, riso Vialone Nano 1 kg","Euro 3,79 / kg"
6687,"Esselunga, ragù alla bolognese 280 g","Euro 7,11 / kg"
6688,"Esselunga Equilibrio, spaghetti integrali n.3 500 g","Euro 1,78 / kg"
6689,"Esselunga, peperoni in agrodolce senza glutine 350 g - peso netto…","Euro 11,06 / kg"
6690,"Esselunga, Stelline n. 188 pasta all'uovo 250 g","Euro 2,60 / kg"
6691,"Esselunga, sugo alle olive 290 g","Euro 5,14 / kg"
6692,"Esselunga, salsa cocktail 240 g","Euro 7,40 / l"
6693,"Esselunga, olio di oliva 500 ml","Euro 7,18 / l"
6694,"Esselunga Equilibrio, tonno all'olio d'oliva conf. 3x60 g","Euro 18,28 / kg"
6695,"Esselunga, riso Ribe Parboiled 1 kg","Euro 2,89 / kg"
6696,"Esselunga, olio di semi di mais vitaminizzato 1 l","Euro 3,29 / l"
6697,"Esselunga, tonno all'olio d'oliva conf. 2x240 g","Euro 12,48 / kg"
6698,"Esselunga, piselli spezzati 500 g","Euro 2,98 / kg"
6699,"Esselunga, filetti di tonno all'olio d'oliva 200 g","Euro 20,95 / kg"
6700,"Esselunga, filetto di salmone all'olio di oliva 150 g","Euro 22,61 / kg"
6701,"Esselunga, capperini aromatizzati con aceto di vino 100 g - peso …","Euro 33,17 / kg"
6702,"Esselunga, sugo al pomodoro e ricotta 290 g","Euro 5,14 / kg"
6703,"Esselunga, filetti di tonno al naturale 200 g - peso netto sgocc.…","Euro 29,93 / kg"
6704,"Esselunga, misto di legumi e cereali 500 g","Euro 3,98 / kg"
6705,"Esselunga, brodo granulare classico 150 g","Euro 12,54 / kg"
6706,"Esselunga, giardiniera aromatizzata con aceto di vino 360 g - pes…","Euro 7,86 / kg"
6707,"Esselunga Equilibrio, farfalle integrali n.85 500 g","Euro 1,78 / kg"
6708,"Esselunga, salsa di pomodoro ciliegino 330 g","Euro 4,22 / kg"
6709,"Esselunga, cetriolini in agrodolce 360 g - peso netto sgocc. 180 …","Euro 12,17 / kg"
6710,"Esselunga, fagioli borlotti 500 g","Euro 3,98 / kg"
6711,"Esselunga, riso Ribe 1 kg","Euro 2,19 / kg"
6712,"Esselunga, Pennoni rigati n.23 filiera 100% italiana pasta di sem…","Euro 2,38 / kg"
6713,"Esselunga, carne bovina lessata in gelatina vegetale conf. 3x70 g","Euro 13,29 / kg"
6714,"Esselunga, tonno all'olio di oliva 620 g","Euro 12,89 / kg"
6715,"Esselunga, Fusilli corti bucati n.7 filiera 100% italiana pasta d…","Euro 2,38 / kg"
6716,"Esselunga, cipolle borettane aromatizzate con aceto di vino 360 g…","Euro 9,43 / kg"
6717,"Esselunga, peperoni gialli e rossi aromatizzati con aceto di vino…","Euro 10,50 / kg"
6718,"Esselunga, filetti di alici in olio di oliva distesi 150 g","Euro 33,27 / kg"
6719,"Esselunga, fagioli cannellini 500 g","Euro 3,98 / kg"
6720,"Esselunga, olive in salamoia 370 g - peso netto sgocc. 210 g","Euro 7,10 / kg"
6721,"Esselunga, lievito di birra conf. 5x10 g","Euro 19,80 / kg"
6722,"Esselunga, Fettuccine n. 124 pasta all'uovo 500 g","Euro 4,58 / kg"
6723,"Esselunga, Tagliatelle n. 123 pasta all'uovo 500 g","Euro 4,58 / kg"
6724,"Esselunga, Lasagne pasta all'uovo 500 g","Euro 3,98 / kg"
6725,"Esselunga, Penne rigate n.19 filiera 100% italiana pasta di semol…","Euro 2,38 / kg"
6726,"Esselunga, filetti di tonno all'olio extra vergine di oliva 105 g","Euro 25,62 / kg"
6727,"Esselunga, cetriolini aromatizzati con aceto di vino 545 g - peso…","Euro 7,11 / kg"
6728,"Esselunga, carne bovina lessata in gelatina vegetale conf. 3x90 g","Euro 12,19 / kg"
6729,"Esselunga, origano 8 g","Euro 248,75 / kg"
6730,"Esselunga, aceto di vino rosso 500 ml","Euro 1,78 / l"
6731,"Esselunga, Fusilli n.102 filiera 100% italiana pasta di semola di…","Euro 2,38 / kg"
6732,"Esselunga, ceci messicani 500 g","Euro 4,78 / kg"
6733,"Esselunga, Spaghetti n.5 filiera 100% italiana pasta di semola di…","Euro 2,38 / kg"
6734,"Esselunga, riso Baldo 1 kg","Euro 2,79 / kg"
6735,"Esselunga, cipolle borettane aromatizzate con aceto di vino 565 g…","Euro 8,50 / kg"
6736,"Esselunga, senape forte tipo Dijon 134 g","Euro 8,16 / l"
6737,"Esselunga, lievito per pizze focacce e torte salate conf. 5x16 g","Euro 12,38 / kg"
6738,"Esselunga, gran fritto 1 l","Euro 2,99 / l"
6739,"Esselunga, filetti di tonno all'olio extra vergine di oliva 200 g","Euro 21,95 / kg"
6740,"Esselunga Bio, Mais dolce in grani conf. 2x160 g - peso netto sgo…","Euro 8,90 / kg"
6741,"Esselunga, Maccheroni n.43 filiera 100% italiana pasta di semola …","Euro 2,38 / kg"
6742,"Esselunga, Spaghettoni n.8 filiera 100% italiana pasta di semola …","Euro 2,38 / kg"
6743,"Esselunga, cipolline aromatizzate con aceto di vino 565 g - peso …","Euro 6,45 / kg"
6744,"Esselunga, filetti di tonno al naturale 105 g peso netto sgocc. 7…","Euro 38,43 / kg"
6745,"Esselunga, olio extra vergine di oliva 100% italiano 500 ml","Euro 9,98 / l"
6746,"Esselunga Bio, Mix di semi biologici 200 g","Euro 13,25 / kg"
6747,"Esselunga, senape delicata 270 g","Euro 5,96 / l"
6748,"Esselunga, olive giganti in salamoia 565 g - peso netto sgocc. 33…","Euro 9,07 / kg"
6749,"Esselunga, filetti di tonno all'olio di oliva 105 g","Euro 25,62 / kg"
6750,"Esselunga, carne bovina lessata in gelatina vegetale conf. 3x140 …","Euro 11,89 / kg"
6751,"Esselunga, Rigatoni n.49 filiera 100% italiana pasta di semola di…","Euro 2,38 / kg"
6752,"Esselunga, Top Spaghetti pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6753,"Esselunga Bio, semi di sesamo tostati biologici 200 g","Euro 11,95 / kg"
6754,"Esselunga, carciofini in olio di oliva 280 g","Euro 15,90 / kg"
6755,"Esselunga Bio, semi di zucca tostati biologici 200 g","Euro 14,95 / kg"
6756,"Esselunga, filetti di tonno all'olio d'oliva 300 g","Euro 20,97 / kg"
6757,"Esselunga Bio, semi di lino dorato tostati biologici 200 g","Euro 9,95 / kg"
6758,"Esselunga Bio, Piselli conf. 2x160 g - peso netto sgocc. 2x140 g","Euro 8,90 / kg"
6759,"Esselunga, olio extra vergine di oliva dolce 1 l","Euro 6,29 / l"
6760,"Esselunga, olio di semi di soia 1 l","Euro 2,69 / l"
6761,"Esselunga, zucchero a velo 125 g","Euro 9,52 / kg"
6762,"Esselunga, peperoncini aromatizzati con aceto di vino 500 g - pes…","Euro 14,96 / kg"
6763,"Esselunga, Top Paccheri giganti pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6764,"Esselunga, peperoni gialli e rossi aromatizzati con aceto di vino…","Euro 8,51 / kg"
6765,"Esselunga Bio, semi di chia bianca biologici 200 g","Euro 13,25 / kg"
6766,"Esselunga, filetti di alici in olio di oliva distese del Mar Cant…","Euro 39,90 / kg"
6767,"Esselunga, carne bovina lessata in gelatina vegetale conf. 2x215 …","Euro 11,61 / kg"
6768,"Esselunga, rosmarino 14 g","Euro 142,15 / kg"
6769,"Esselunga, Pesto ai broccoli e acciughe 190 g","Euro 13,95 / kg"
6770,"Esselunga, zucchero a velo vaniglinato 125 g","Euro 9,52 / kg"
6771,"Esselunga, Taglierini n. 122 pasta all'uovo 500 g","Euro 4,58 / kg"
6772,"Esselunga, olio di semi 1 l","Euro 2,79 / l"
6773,"Esselunga, antipasto di verdure in olio di oliva 280 g","Euro 12,47 / kg"
6774,"Esselunga, Pappardelle n.125 pasta all'uovo 500 g","Euro 4,58 / kg"
6775,"Esselunga, pesto ai carciofi 190 g","Euro 13,95 / kg"
6776,"Esselunga, lievito vanigliato per dolci con cremor tartaro conf. …","Euro 0,02 / g"
6777,"Esselunga, peperoncino 25 g","Euro 91,60 / kg"
6778,"Esselunga, pasta madre disidratata con lievito conf. 4x12,5 g","Euro 25,80 / kg"
6779,"Esselunga, antipasto di verdure in olio di oliva 535 g","Euro 9,14 / kg"
6780,"Esselunga Top, pesto al pistacchio 150 g","Euro 36,61 / kg"
6781,"Esselunga Top, pomodori secchi da pomodoro siccagno siciliano in …","Euro 27,73 / kg"
6782,"Esselunga, pesto agli asparagi 190 g","Euro 13,95 / kg"
6783,"Esselunga, Top Anelli giganti pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6784,"Esselunga, filetti di alici in olio di oliva arrotolati 90 g","Euro 38,78 / kg"
6785,"Esselunga, Top Caserecce pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6786,"Esselunga, carciofini in olio di oliva 535 g","Euro 14,92 / kg"
6787,"Esselunga, olio extra vergine di oliva 3 l","Euro 6,17 / l"
6788,"Esselunga, Bio semi di canapa biologici 200 g","Euro 19,85 / kg"
6789,"Esselunga, salvia 14 g","Euro 142,15 / kg"
6790,"Esselunga Top, Giardiniera in agrodolce 560 g","Euro 0,02 / g"
6791,"Esselunga, champignons in olio di oliva 535 g","Euro 8,10 / kg"
6792,"Esselunga, Top Conchiglioni pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6793,"Esselunga, Top Rigatoni pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6794,"Esselunga Bio, Orzo perlato precotto biologico 250 g","Euro 8,76 / kg"
6795,"Esselunga, olio extra vergine di oliva 100% italiano non filtrato…","Euro 8,99 / l"
6796,"Esselunga Top, Sugo di ""Pomodoro San Marzano dell'Agro Sarnese - …","Euro 9,97 / kg"
6797,"Esselunga Top, sugo di IGP pomodoro di Pachino 300 g","Euro 9,97 / kg"
6798,"Esselunga, Top Reginette pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6799,"Esselunga, Top Fusilli giganti pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6800,"Esselunga Top, sugo di pomodoro siccagno siciliano 280 g","Euro 10,68 / kg"
6801,"Esselunga, filetti di alici in olio di oliva arrotolati 150 g","Euro 36,61 / kg"
6802,"Esselunga, Top salsa pronta di pomodoro siccagno siciliano 410 g","Euro 6,08 / kg"
6803,"Esselunga Top, Ragù di chianina 180 g","Euro 22,17 / kg"
6804,"Esselunga, ventresca di tonno all'olio di oliva 125 g","Euro 33,52 / kg"
6805,"Esselunga Top, Ragù di cinghiale 180 g","Euro 22,17 / kg"
6806,"Esselunga Bio, semi di soia tostati biologici 200 g","Euro 13,25 / kg"
6807,"Esselunga Top, Elicoidali pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6808,"Esselunga Top, Penne rigate pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6809,"Esselunga Top, fusilli pasta di Gragnano IGP 500 g","Euro 4,98 / kg"
6810,"Esselunga Top, Ragù di fassone di razza piemontese 190 g","Euro 21,01 / kg"
6811,"Esselunga Top, Ragù bianco con carne chianina 180 g","Euro 22,17 / kg"
6812,"Esselunga, tonno all'olio extra vergine d'oliva conf. 2x160 g","Euro 18,41 / kg"
6813,"Esselunga, tonno al naturale conf. 6x80 g - peso netto sgocc. 6x5…","Euro 12,12 / kg"
6814,"Esselunga, tonno all'olio d'oliva conf. 12x80 g","Euro 10,93 / kg"
6815,"Mutti, passata di pomodoro 700 g","Euro 1,39 / kg"
6816,"Lievital, lievito fresco per pizza conf. 2x25 g","Euro 6,00 / kg"
6817,"Smart, aceto di vino bianco 1 l","Euro 0,69 / l"
6818,"Smart, farina di grano tenero tipo ""00"" 1 kg","Euro 0,77 / kg"
6819,"Smart, sale marino alimentare grosso 1 kg","Euro 0,25 / kg"
6820,"Mutti, polpa di pomodoro in finissimi pezzi conf. 2x210 g","Euro 4,27 / kg"
6821,"Smart, Aceto bianco di alcol 1 l","Euro 0,69 / l"
6822,"Calvé, Maionese classica 150 ml","Euro 0,02 / ml"
6823,"Mutti, passata di pomodoro conf. 2x235 g","Euro 4,24 / kg"
6824,"Smart, passata di pomodoro 680 g","Euro 1,25 / kg"
6825,"Italkali, sale di Sicilia Oro iodato grosso 1 kg","Euro 0,75 / kg"
6826,"Ponti, aceto di vino bianco 1 l","Euro 0,99 / l"
6827,"Eurofood, Pronto di limone di Sicilia 200 ml","Euro 4,45 / l"
6828,"Mutti, polpa di pomodoro in finissimi pezzi conf. 3x400 g","Euro 2,91 / kg"
6829,"Smart, sale marino alimentare fino 1 kg","Euro 0,25 / kg"
6830,"Mutti, salsa pronta datterini 300 g","Euro 6,64 / kg"
6831,"Italkali, sale di Sicilia Oro iodato fino 1 kg","Euro 0,75 / kg"
6832,"Barilla, farina di grano tenero tipo ""00"" 1 kg","Euro 1,25 / kg"
6833,"Paneangeli, lievito vaniglinato conf. 5x16 g","Euro 22,38 / kg"
6834,"Smart, olio di semi di girasole 1 l","Euro 2,29 / l"
6835,"Mutti, passata di pomodoro 400 g","Euro 3,48 / kg"
6836,"Il Molino Chiavazza, farina tipo 00 di grano tenero 3 kg","Euro 0,80 / kg"
6837,"Mutti, triplo concentrato di pomodoro 185 g","Euro 9,46 / kg"
6838,"Barilla, Risoni n. 26 pasta di semola di grano duro 500 g","Euro 2,50 / kg"
6839,"Smart, carne bovina in gelatina 140 g","Euro 8,65 / kg"
6840,"Smart, riso per risotti 1 kg","Euro 1,53 / kg"
6841,"Barilla, Spaghetti n. 5 pasta di semola di grano duro 1 kg","Euro 2,25 / kg"
6842,"Alce Nero, passata di pomodoro 500 g","Euro 4,90 / kg"
6843,"Mutti, doppio concentrato di pomodoro 130 g","Euro 10,16 / kg"
6844,"Eridania, Zefiro Zucchero a velo 140 g","Euro 6,36 / kg"
6845,"Star, il Mio Dado Classico 10 dadi 100 g","Euro 13,80 / kg"
6846,"Smart, riso a chicco lungo 5 kg","Euro 1,10 / kg"
6847,"Ponti, aceto di vino 1 l","Euro 1,09 / l"
6848,"Star, Saikebon pollo e verdure 60 g","Euro 26,51 / kg"
6849,"Cirio, Passata Verace di pomodoro 540 g","Euro 2,58 / kg"
6850,"Casar, pomodori pelati 400 g","Euro 2,93 / kg"
6851,"Smart, riso Basmati 2 kg","Euro 2,20 / kg"
6852,"Barilla, Spaghetti n. 5 pasta di semola di grano duro 500 g","Euro 2,50 / kg"
6853,"Barilla, pesto alla genovese senza aglio 190 g","Euro 11,01 / kg"
6854,"Valfrutta, ceci 360 g - peso netto sgocc. 230 g","Euro 5,61 / kg"
6855,"Smart, fagioli cannellini conf. 3x400 g - peso netto sgocc. 3x240…","Euro 2,05 / kg"
6856,"Smart, ceci conf. 3x400 g - peso netto sgocc. 3x240 g","Euro 2,05 / kg"
6857,"Barilla, Semola Grano Duro 300 g","Euro 3,41 / kg"
6858,"Star, Il Mio Dado Classico 30 dadi 300 g","Euro 10,97 / kg"
6859,"Smart, Riso parboiled 1 kg","Euro 2,05 / kg"
6860,"Smart, pomodori a cubetti conf. 3x400 g","Euro 1,25 / kg"
6861,"Star, Saikebon manzo 60 g","Euro 26,51 / kg"
6862,"Calvè, Classica 450 ml","Euro 5,76 / l"
6863,"Smart, fagioli borlotti conf. 3x400 g - peso netto sgocc. 3x240 g","Euro 2,05 / kg"
6864,"Cuore di, farina di grano tenero tipo 0 manitoba 1 kg","Euro 1,92 / kg"
6865,"3 Cuochi, zafferano conf. 4x0,15 g","Euro 9216,67 / kg"
6866,"Smart, doppio concentrato di pomodoro 200 g","Euro 3,75 / kg"
6867,"Molino Mettone, farina di grano tenero tipo 00 500 g","Euro 1,98 / kg"
6868,"Calvé, Ketchup 250 ml","Euro 6,36 / l"
6869,"Il Molino Chiavazza, Amizea amido di mais 250 g","Euro 3,96 / kg"
6870,"Star, Il mio Brodo di manzo 1 l","Euro 0,01 / ml"
6871,"Barilla, ragù alla bolognese 295 g","Euro 8,31 / kg"
6872,"Rummo, Fusilli n. 48 pasta di semola di grano duro 500 g","Euro 3,18 / kg"
6873,"Rizzoli, Riserva di Famiglia filetti di alici Mar Adriatico in ol…","Euro 42,25 / kg"
6874,"Star, Il mio Brodo di carne mista 1 l","Euro 0,01 / ml"
6875,"Calvé, Classica 250 ml","Euro 8,76 / l"
6876,"Sasso, olio di oliva 1 l","Euro 6,59 / l"
